,index_range,frame_len,nt_ref,dist_CDS,prediction
0,"(83, 87)",15,"[287, 299]",32,0.9979754000000001
1,"(134, 134)",3,"[440, 440]",185,0.5568404
2,"(146, 146)",3,"[476, 476]",221,0.655983
3,"(339, 339)",3,"[1055, 1055]",800,0.81279075
4,"(432, 432)",3,"[1334, 1334]",1079,0.67767644
5,"(550, 550)",3,"[1688, 1688]",-1111,0.82316834
6,"(633, 633)",3,"[1937, 1937]",-862,0.51998776
7,"(708, 708)",3,"[2162, 2162]",-637,0.68252295
8,"(731, 732)",6,"[2231, 2234]",-565,0.8981511000000001
9,"(734, 737)",12,"[2240, 2249]",-550,0.99102086
10,"(747, 747)",3,"[2279, 2279]",-520,0.5706765
11,"(770, 770)",3,"[2348, 2348]",-451,0.71920115
12,"(813, 813)",3,"[2477, 2477]",-322,0.5709598000000001
13,"(989, 989)",3,"[3005, 3005]",206,0.5560205
14,"(1086, 1086)",3,"[3296, 3296]",-437,0.84237957
15,"(1211, 1212)",6,"[3671, 3674]",-59,0.97022265
16,"(1288, 1288)",3,"[3902, 3902]",169,0.7084767
17,"(1290, 1291)",6,"[3908, 3911]",175,0.8674938
18,"(1666, 1669)",12,"[5036, 5045]",16,0.9417098
19,"(1674, 1675)",6,"[5060, 5063]",40,0.8280620999999999
20,"(1844, 1844)",3,"[5570, 5570]",-31,0.7296196999999999
21,"(1846, 1847)",6,"[5576, 5579]",-22,0.89564556
22,"(1895, 1895)",3,"[5723, 5723]",40,0.553445
23,"(1928, 1929)",6,"[5822, 5825]",139,0.8890713
24,"(1982, 1982)",3,"[5984, 5984]",301,0.7105638000000001
25,"(2257, 2257)",3,"[6809, 6809]",280,0.7192003
26,"(2475, 2475)",3,"[7463, 7463]",934,0.51318216
27,"(2587, 2589)",9,"[7799, 7805]",1270,0.90628564
28,"(2642, 2642)",3,"[7964, 7964]",-1227,0.67079663
29,"(2676, 2676)",3,"[8066, 8066]",-1125,0.7894180000000001
30,"(2931, 2935)",15,"[8831, 8843]",-348,0.99442446
31,"(3060, 3060)",3,"[9218, 9218]",27,0.7448697
32,"(3291, 3291)",3,"[9911, 9911]",-17,0.8065763000000001
33,"(3367, 3368)",6,"[10139, 10142]",211,0.76565194
34,"(3422, 3424)",9,"[10304, 10310]",-333,0.97097695
35,"(3517, 3517)",3,"[10589, 10589]",-54,0.6602269000000001
36,"(3731, 3732)",6,"[11231, 11234]",-81,0.81214267
37,"(3734, 3736)",9,"[11240, 11246]",-69,0.95908934
38,"(3767, 3767)",3,"[11339, 11339]",24,0.5657641
39,"(3770, 3772)",9,"[11348, 11354]",-28,0.89221734
40,"(3806, 3806)",3,"[11456, 11456]",74,0.78613925
41,"(3822, 3824)",9,"[11504, 11510]",122,0.94198173
42,"(3938, 3945)",24,"[11852, 11873]",470,0.9944989
43,"(3957, 3957)",3,"[11909, 11909]",527,0.62959594
44,"(3993, 3994)",6,"[12017, 12020]",635,0.8903036
45,"(4019, 4020)",6,"[12095, 12098]",713,0.6603857
46,"(4171, 4171)",3,"[12551, 12551]",1169,0.65918523
47,"(4217, 4217)",3,"[12689, 12689]",1307,0.7722559
48,"(4235, 4236)",6,"[12743, 12746]",-1333,0.6522734
49,"(4435, 4436)",6,"[13343, 13346]",-733,0.781233
50,"(4542, 4544)",9,"[13664, 13670]",-409,0.87479264
51,"(4653, 4653)",3,"[13997, 13997]",-82,0.8410223
52,"(4697, 4697)",3,"[14129, 14129]",50,0.7488326999999999
53,"(5026, 5026)",3,"[15116, 15116]",-182,0.6574536
54,"(5168, 5168)",3,"[15542, 15542]",244,0.6387604
55,"(5376, 5379)",12,"[16166, 16175]",-382,0.9817389999999999
56,"(5477, 5477)",3,"[16469, 16469]",-88,0.5861966
57,"(5565, 5565)",3,"[16733, 16733]",2,0.6924649
58,"(5603, 5603)",3,"[16847, 16847]",96,0.50863755
59,"(5615, 5616)",6,"[16883, 16886]",-120,0.9334046999999999
60,"(5618, 5618)",3,"[16892, 16892]",-114,0.5957492
61,"(5669, 5669)",3,"[17045, 17045]",39,0.8835714
62,"(5674, 5674)",3,"[17060, 17060]",54,0.5962518
63,"(5693, 5693)",3,"[17117, 17117]",111,0.5867899000000001
64,"(5695, 5696)",6,"[17123, 17126]",117,0.9620556999999998
65,"(5719, 5719)",3,"[17195, 17195]",189,0.6837807
66,"(5826, 5826)",3,"[17516, 17516]",510,0.51478994
67,"(5829, 5829)",3,"[17525, 17525]",519,0.7520661
68,"(5880, 5880)",3,"[17678, 17678]",672,0.5422203
69,"(5882, 5882)",3,"[17684, 17684]",678,0.5643783
70,"(5884, 5885)",6,"[17690, 17693]",684,0.99154097
71,"(5967, 5967)",3,"[17939, 17939]",-716,0.54670215
72,"(6019, 6021)",9,"[18095, 18101]",-554,0.9767435999999999
73,"(6047, 6048)",6,"[18179, 18182]",-473,0.6014708000000001
74,"(6118, 6118)",3,"[18392, 18392]",-263,0.61420584
75,"(6151, 6151)",3,"[18491, 18491]",-164,0.6329271
76,"(6179, 6180)",6,"[18575, 18578]",-77,0.75628084
77,"(6214, 6214)",3,"[18680, 18680]",25,0.6201894
78,"(6251, 6252)",6,"[18791, 18794]",136,0.92408997
79,"(6344, 6344)",3,"[19070, 19070]",415,0.70855975
80,"(6534, 6534)",3,"[19640, 19640]",20,0.7412148000000001
81,"(6545, 6545)",3,"[19673, 19673]",53,0.6685302
82,"(6548, 6549)",6,"[19682, 19685]",62,0.5996154
83,"(6574, 6574)",3,"[19760, 19760]",-36,0.5583365
84,"(6577, 6577)",3,"[19769, 19769]",-27,0.8685189
85,"(6589, 6590)",6,"[19805, 19808]",-3,0.9293476999999999
86,"(6592, 6593)",6,"[19814, 19817]",3,0.9776134
87,"(6732, 6734)",9,"[20234, 20240]",1,0.8317256
88,"(6841, 6842)",6,"[20561, 20564]",-251,0.9088620999999999
89,"(6884, 6886)",9,"[20690, 20696]",-119,0.7894751999999999
90,"(6911, 6911)",3,"[20771, 20771]",-44,0.5129724
91,"(6914, 6915)",6,"[20780, 20783]",-32,0.74903226
92,"(6940, 6941)",6,"[20858, 20861]",43,0.9444693999999999
93,"(6957, 6957)",3,"[20909, 20909]",94,0.8413324000000001
94,"(6991, 6991)",3,"[21011, 21011]",196,0.7715264000000001
95,"(7029, 7034)",18,"[21125, 21140]",-259,0.98232216
96,"(7049, 7049)",3,"[21185, 21185]",-214,0.5244489999999999
97,"(7081, 7081)",3,"[21281, 21281]",-118,0.5060229
98,"(7112, 7112)",3,"[21374, 21374]",-25,0.6399589
99,"(7136, 7137)",6,"[21446, 21449]",47,0.5773567
100,"(7169, 7169)",3,"[21545, 21545]",146,0.5364770000000001
101,"(7171, 7171)",3,"[21551, 21551]",152,0.7887658000000001
102,"(7423, 7424)",6,"[22307, 22310]",-38,0.7499373
103,"(7505, 7505)",3,"[22553, 22553]",205,0.5674755
104,"(7661, 7661)",3,"[23021, 23021]",673,0.5842515
105,"(8015, 8015)",3,"[24083, 24083]",-1124,0.61874884
106,"(8428, 8428)",3,"[25322, 25322]",115,0.5667675999999999
107,"(8443, 8443)",3,"[25367, 25367]",160,0.66628766
108,"(8454, 8455)",6,"[25400, 25403]",193,0.7907425
109,"(8559, 8561)",9,"[25715, 25721]",14,0.8325308000000001
110,"(8633, 8633)",3,"[25937, 25937]",174,0.5118438
111,"(8725, 8725)",3,"[26213, 26213]",-62,0.78222376
112,"(8727, 8727)",3,"[26219, 26219]",-56,0.7631684
113,"(8751, 8751)",3,"[26291, 26291]",16,0.5202045999999999
114,"(8753, 8754)",6,"[26297, 26300]",22,0.9496005999999999
115,"(8798, 8798)",3,"[26432, 26432]",157,0.5958513000000001
116,"(8810, 8810)",3,"[26468, 26468]",193,0.5705071999999999
117,"(8855, 8855)",3,"[26603, 26603]",328,0.5176936
118,"(9070, 9070)",3,"[27248, 27248]",21,0.71343774
119,"(9072, 9072)",3,"[27254, 27254]",27,0.5153213
120,"(9075, 9078)",12,"[27263, 27272]",36,0.9777100000000001
121,"(9103, 9104)",6,"[27347, 27350]",120,0.8603713
122,"(9120, 9120)",3,"[27398, 27398]",171,0.5192508
123,"(9186, 9186)",3,"[27596, 27596]",369,0.8589600000000001
124,"(9510, 9510)",3,"[28568, 28568]",361,0.5748706
125,"(9563, 9566)",12,"[28727, 28736]",-459,0.8536190999999999
126,"(9735, 9735)",3,"[29243, 29243]",48,0.80430126
127,"(9737, 9744)",24,"[29249, 29270]",54,0.98290426
128,"(9746, 9746)",3,"[29276, 29276]",81,0.6381798000000001
129,"(9759, 9759)",3,"[29315, 29315]",120,0.5975626
130,"(9761, 9765)",15,"[29321, 29333]",126,0.97375554
131,"(9779, 9779)",3,"[29375, 29375]",180,0.71686214
132,"(9826, 9826)",3,"[29516, 29516]",321,0.9576356
133,"(9866, 9867)",6,"[29636, 29639]",441,0.9583091999999999
134,"(10061, 10065)",15,"[30221, 30233]",-566,0.984447
135,"(10232, 10232)",3,"[30734, 30734]",-65,0.609211
136,"(10273, 10275)",9,"[30857, 30863]",58,0.8759393
137,"(10527, 10527)",3,"[31619, 31619]",820,0.86878747
138,"(10703, 10703)",3,"[32147, 32147]",1348,0.69834495
139,"(10972, 10972)",3,"[32954, 32954]",-1084,0.55326337
140,"(11048, 11048)",3,"[33182, 33182]",-856,0.5476482
141,"(11334, 11334)",3,"[34040, 34040]",2,0.5020397
142,"(11353, 11356)",12,"[34097, 34106]",59,0.99704295
143,"(11397, 11397)",3,"[34229, 34229]",191,0.5273955
144,"(11529, 11529)",3,"[34625, 34625]",-70,0.5663266
145,"(11593, 11594)",6,"[34817, 34820]",36,0.9815647
146,"(11699, 11699)",3,"[35135, 35135]",-242,0.5034050999999999
147,"(11774, 11774)",3,"[35360, 35360]",-17,0.57051015
148,"(11851, 11851)",3,"[35591, 35591]",214,0.68021214
149,"(11863, 11863)",3,"[35627, 35627]",250,0.72656125
150,"(11971, 11971)",3,"[35951, 35951]",-320,0.53896785
151,"(12008, 12011)",12,"[36062, 36071]",-200,0.9835734
152,"(12038, 12039)",6,"[36152, 36155]",-116,0.69194967
153,"(12071, 12074)",12,"[36251, 36260]",-11,0.9439478000000001
154,"(12091, 12091)",3,"[36311, 36311]",40,0.72614646
155,"(12106, 12107)",6,"[36356, 36359]",85,0.84157926
156,"(12217, 12217)",3,"[36689, 36689]",418,0.78631526
157,"(12234, 12235)",6,"[36740, 36743]",469,0.59577364
158,"(12307, 12308)",6,"[36959, 36962]",688,0.9735790999999999
159,"(12342, 12344)",9,"[37064, 37070]",793,0.96932685
160,"(12409, 12409)",3,"[37265, 37265]",-633,0.56883365
161,"(12434, 12434)",3,"[37340, 37340]",-558,0.714378
162,"(12450, 12450)",3,"[37388, 37388]",-510,0.5550782
163,"(12484, 12485)",6,"[37490, 37493]",-405,0.8180360999999999
164,"(12563, 12563)",3,"[37727, 37727]",-171,0.7034458
165,"(12599, 12599)",3,"[37835, 37835]",-63,0.79088074
166,"(12659, 12661)",9,"[38015, 38021]",117,0.99003863
167,"(12792, 12793)",6,"[38414, 38417]",516,0.64003307
168,"(12879, 12879)",3,"[38675, 38675]",-510,0.5785513000000001
169,"(12935, 12935)",3,"[38843, 38843]",-342,0.7195541
170,"(13019, 13019)",3,"[39095, 39095]",-90,0.6054213
171,"(13039, 13039)",3,"[39155, 39155]",-30,0.50583583
172,"(13139, 13140)",6,"[39455, 39458]",211,0.7803642
173,"(13307, 13307)",3,"[39959, 39959]",-458,0.65680456
174,"(13337, 13337)",3,"[40049, 40049]",-368,0.61751384
175,"(13453, 13456)",12,"[40397, 40406]",-11,0.8937193999999999
176,"(13486, 13486)",3,"[40496, 40496]",79,0.64867365
177,"(13651, 13652)",6,"[40991, 40994]",574,0.59672904
178,"(13776, 13776)",3,"[41366, 41366]",949,0.6185715
179,"(13779, 13780)",6,"[41375, 41378]",958,0.9547083000000001
180,"(13949, 13956)",24,"[41885, 41906]",-1267,0.9874226
181,"(13975, 13979)",15,"[41963, 41975]",-1198,0.98958254
182,"(14012, 14012)",3,"[42074, 42074]",-1099,0.80301285
183,"(14021, 14024)",12,"[42101, 42110]",-1063,0.9890546999999998
184,"(14062, 14063)",6,"[42224, 42227]",-946,0.8661908000000001
185,"(14079, 14079)",3,"[42275, 42275]",-898,0.7576595
186,"(14081, 14082)",6,"[42281, 42284]",-889,0.64643323
187,"(14086, 14086)",3,"[42296, 42296]",-877,0.7013682
188,"(14176, 14176)",3,"[42566, 42566]",-607,0.5350241
189,"(14295, 14297)",9,"[42923, 42929]",-244,0.982625
190,"(14327, 14328)",6,"[43019, 43022]",-151,0.8968529000000001
191,"(14673, 14674)",6,"[44057, 44060]",-69,0.8631459999999999
192,"(14710, 14710)",3,"[44168, 44168]",39,0.5817960999999999
193,"(14892, 14892)",3,"[44714, 44714]",585,0.5332764
194,"(14934, 14936)",9,"[44840, 44846]",-620,0.72128105
195,"(14947, 14950)",12,"[44879, 44888]",-578,0.98838997
196,"(15138, 15138)",3,"[45452, 45452]",-14,0.5173491
197,"(15162, 15162)",3,"[45524, 45524]",58,0.57147175
198,"(15225, 15225)",3,"[45713, 45713]",-37,0.90782136
199,"(15229, 15229)",3,"[45725, 45725]",-25,0.68356425
200,"(15317, 15317)",3,"[45989, 45989]",239,0.7364065
201,"(15395, 15397)",9,"[46223, 46229]",473,0.9109322
202,"(15416, 15416)",3,"[46286, 46286]",536,0.6396891
203,"(15434, 15436)",9,"[46340, 46346]",590,0.8595403
204,"(15494, 15494)",3,"[46520, 46520]",-618,0.8625976000000001
205,"(15522, 15522)",3,"[46604, 46604]",-534,0.50243527
206,"(15540, 15541)",6,"[46658, 46661]",-477,0.95792305
207,"(15597, 15597)",3,"[46829, 46829]",-309,0.5657911999999999
208,"(15625, 15628)",12,"[46913, 46922]",-216,0.9893238000000001
209,"(15664, 15665)",6,"[47030, 47033]",-105,0.90485835
210,"(15702, 15704)",9,"[47144, 47150]",6,0.8622696
211,"(15875, 15875)",3,"[47663, 47663]",-113,0.5100292000000001
212,"(16113, 16113)",3,"[48377, 48377]",601,0.7213311
213,"(16179, 16181)",9,"[48575, 48581]",799,0.94295216
214,"(16201, 16201)",3,"[48641, 48641]",865,0.5536975000000001
