,index_range,frame_len,nt_ref,dist_CDS,prediction
0,"(84, 87)",12,"[290, 299]",35,0.9999998999999999
1,"(134, 135)",6,"[440, 443]",185,0.9576298000000001
2,"(146, 146)",3,"[476, 476]",221,0.59074324
3,"(339, 339)",3,"[1055, 1055]",800,0.8836778000000001
4,"(357, 357)",3,"[1109, 1109]",854,0.53987473
5,"(394, 394)",3,"[1220, 1220]",965,0.53571814
6,"(683, 683)",3,"[2087, 2087]",-712,0.78964984
7,"(708, 708)",3,"[2162, 2162]",-637,0.98280776
8,"(734, 734)",3,"[2240, 2240]",-559,0.5797009
9,"(736, 736)",3,"[2246, 2246]",-553,0.9510681999999999
10,"(806, 806)",3,"[2456, 2456]",-343,0.7542706
11,"(876, 877)",6,"[2666, 2669]",-130,0.9215388000000001
12,"(901, 901)",3,"[2741, 2741]",-58,0.6392561
13,"(1180, 1180)",3,"[3578, 3578]",-155,0.6357973000000001
14,"(1199, 1199)",3,"[3635, 3635]",-98,0.80839396
15,"(1291, 1291)",3,"[3911, 3911]",178,0.5900526999999999
16,"(1441, 1441)",3,"[4361, 4361]",628,0.90392447
17,"(1635, 1635)",3,"[4943, 4943]",-77,0.7442234999999999
18,"(1637, 1637)",3,"[4949, 4949]",-71,0.8647725
19,"(1649, 1649)",3,"[4985, 4985]",-35,0.89305335
20,"(1667, 1670)",12,"[5039, 5048]",19,0.9353132
21,"(1675, 1675)",3,"[5063, 5063]",43,0.82208186
22,"(1709, 1709)",3,"[5165, 5165]",145,0.95922095
23,"(1735, 1735)",3,"[5243, 5243]",223,0.72085905
24,"(1737, 1738)",6,"[5249, 5252]",229,0.98339313
25,"(1798, 1798)",3,"[5432, 5432]",-98,0.7346715
26,"(1808, 1808)",3,"[5462, 5462]",-68,0.5494763
27,"(1896, 1896)",3,"[5726, 5726]",43,0.6233363000000001
28,"(1926, 1926)",3,"[5816, 5816]",133,0.797275
29,"(1928, 1928)",3,"[5822, 5822]",139,0.6713272
30,"(2081, 2081)",3,"[6281, 6281]",-248,0.86977506
31,"(2257, 2257)",3,"[6809, 6809]",280,0.66799265
32,"(2291, 2292)",6,"[6911, 6914]",382,0.8938308
33,"(2357, 2357)",3,"[7109, 7109]",580,0.5188742999999999
34,"(2412, 2412)",3,"[7274, 7274]",745,0.5498196
35,"(2587, 2588)",6,"[7799, 7802]",1270,0.91290635
36,"(2641, 2641)",3,"[7961, 7961]",-1230,0.8880239
37,"(2646, 2646)",3,"[7976, 7976]",-1215,0.61608976
38,"(2676, 2676)",3,"[8066, 8066]",-1125,0.92114824
39,"(2730, 2730)",3,"[8228, 8228]",-963,0.54168636
40,"(2737, 2737)",3,"[8249, 8249]",-942,0.94320333
41,"(2885, 2888)",12,"[8693, 8702]",-489,0.998027
42,"(2932, 2934)",9,"[8834, 8840]",-351,0.9970046999999999
43,"(3060, 3060)",3,"[9218, 9218]",27,0.85095114
44,"(3194, 3195)",6,"[9620, 9623]",-270,0.86099446
45,"(3208, 3208)",3,"[9662, 9662]",-231,0.50173414
46,"(3291, 3291)",3,"[9911, 9911]",-17,0.9975268
47,"(3307, 3307)",3,"[9959, 9959]",31,0.8070241
48,"(3364, 3364)",3,"[10130, 10130]",202,0.684096
49,"(3422, 3424)",9,"[10304, 10310]",-333,0.94246745
50,"(3606, 3606)",3,"[10856, 10856]",213,0.85418147
51,"(3611, 3611)",3,"[10871, 10871]",228,0.5317528
52,"(3636, 3636)",3,"[10946, 10946]",303,0.9832755
53,"(3733, 3733)",3,"[11237, 11237]",-78,0.61796445
54,"(3771, 3771)",3,"[11351, 11351]",-31,0.8766406999999999
55,"(3939, 3939)",3,"[11855, 11855]",473,0.5774663000000001
56,"(3941, 3943)",9,"[11861, 11867]",479,0.99908876
57,"(3992, 3993)",6,"[12014, 12017]",632,0.6193897
58,"(4074, 4074)",3,"[12260, 12260]",878,0.85850614
59,"(4216, 4217)",6,"[12686, 12689]",1304,0.78108495
60,"(4464, 4464)",3,"[13430, 13430]",-649,0.8366551999999999
61,"(4653, 4653)",3,"[13997, 13997]",-82,0.8865381
62,"(4697, 4697)",3,"[14129, 14129]",50,0.60188633
63,"(4896, 4896)",3,"[14726, 14726]",-572,0.53770214
64,"(5070, 5070)",3,"[15248, 15248]",-50,0.5652210999999999
65,"(5116, 5116)",3,"[15386, 15386]",88,0.6567837
66,"(5167, 5167)",3,"[15539, 15539]",241,0.70759875
