,index_range,frame_len,nt_ref,dist_CDS,prediction
0,"(83, 87)",15,"[287, 299]",32,0.9999714
1,"(133, 134)",6,"[437, 440]",182,0.62180716
2,"(731, 731)",3,"[2231, 2231]",-568,0.53299516
3,"(770, 770)",3,"[2348, 2348]",-451,0.5720071
4,"(876, 876)",3,"[2666, 2666]",-133,0.9499548000000001
5,"(889, 889)",3,"[2705, 2705]",-94,0.6084198000000001
6,"(1211, 1211)",3,"[3671, 3671]",-62,0.9201079
7,"(1258, 1258)",3,"[3812, 3812]",79,0.5275028
8,"(1667, 1670)",12,"[5039, 5048]",19,0.98801464
9,"(1673, 1674)",6,"[5057, 5060]",37,0.81452847
10,"(1738, 1738)",3,"[5252, 5252]",232,0.7208140000000001
11,"(1926, 1929)",12,"[5816, 5825]",133,0.9902040000000001
12,"(2587, 2589)",9,"[7799, 7805]",1270,0.7028247
13,"(2641, 2641)",3,"[7961, 7961]",-1230,0.5875903
14,"(2676, 2676)",3,"[8066, 8066]",-1125,0.67964464
15,"(2886, 2887)",6,"[8696, 8699]",-492,0.8551989
16,"(2933, 2934)",6,"[8837, 8840]",-351,0.9721515
17,"(3291, 3291)",3,"[9911, 9911]",-17,0.741207
18,"(3364, 3364)",3,"[10130, 10130]",202,0.5195835999999999
19,"(3421, 3424)",12,"[10301, 10310]",-333,0.96886986
20,"(3503, 3503)",3,"[10547, 10547]",-96,0.56031835
21,"(3606, 3606)",3,"[10856, 10856]",213,0.5025025
22,"(3733, 3733)",3,"[11237, 11237]",-78,0.8199629999999999
23,"(3735, 3735)",3,"[11243, 11243]",-72,0.7006762
24,"(3823, 3824)",6,"[11507, 11510]",125,0.85940784
25,"(3939, 3943)",15,"[11855, 11867]",473,0.9881954
26,"(4019, 4019)",3,"[12095, 12095]",713,0.6073744000000001
27,"(4074, 4074)",3,"[12260, 12260]",878,0.6037906999999999
28,"(4216, 4216)",3,"[12686, 12686]",1304,0.6354590999999999
29,"(4368, 4368)",3,"[13142, 13142]",-937,0.7809295999999999
30,"(4542, 4542)",3,"[13664, 13664]",-415,0.7634709
31,"(4697, 4697)",3,"[14129, 14129]",50,0.62576044
32,"(5070, 5071)",6,"[15248, 15251]",-47,0.8677676999999999
33,"(5376, 5378)",9,"[16166, 16172]",-385,0.9929726000000001
34,"(5585, 5585)",3,"[16793, 16793]",42,0.62965083
35,"(5614, 5616)",9,"[16880, 16886]",-120,0.6768914
36,"(5669, 5669)",3,"[17045, 17045]",39,0.782813
37,"(5695, 5697)",9,"[17123, 17129]",117,0.9880945
38,"(5717, 5718)",6,"[17189, 17192]",183,0.7350293999999999
39,"(5829, 5829)",3,"[17525, 17525]",519,0.53181046
40,"(5884, 5886)",9,"[17690, 17696]",684,0.9924142
41,"(6019, 6019)",3,"[18095, 18095]",-560,0.655399
42,"(6048, 6049)",6,"[18182, 18185]",-470,0.81944054
43,"(6151, 6151)",3,"[18491, 18491]",-164,0.6954996999999999
44,"(6214, 6214)",3,"[18680, 18680]",25,0.906382
45,"(6251, 6253)",9,"[18791, 18797]",136,0.80573654
46,"(6589, 6589)",3,"[19805, 19805]",-6,0.5533925000000001
47,"(6592, 6593)",6,"[19814, 19817]",3,0.86503595
48,"(6733, 6734)",6,"[20237, 20240]",4,0.7083423000000001
49,"(6798, 6799)",6,"[20432, 20435]",199,0.8007192
50,"(6914, 6914)",3,"[20780, 20780]",-35,0.6931563000000001
51,"(6938, 6938)",3,"[20852, 20852]",37,0.51736706
52,"(6940, 6941)",6,"[20858, 20861]",43,0.9161028
53,"(7018, 7018)",3,"[21092, 21092]",277,0.70243585
54,"(7030, 7033)",12,"[21128, 21137]",-262,0.7896935
55,"(7049, 7049)",3,"[21185, 21185]",-214,0.6873785
56,"(7111, 7111)",3,"[21371, 21371]",-28,0.6129911
57,"(7137, 7137)",3,"[21449, 21449]",50,0.7051153
58,"(7423, 7423)",3,"[22307, 22307]",-41,0.7029536
59,"(7505, 7505)",3,"[22553, 22553]",205,0.7595864
