,index_range,frame_len,nt_ref,dist_CDS,prediction
0,"(83, 87)",15,"[287, 299]",32,0.9998701999999999
1,"(146, 146)",3,"[476, 476]",221,0.7751920999999999
2,"(550, 550)",3,"[1688, 1688]",-1111,0.6235781
3,"(708, 708)",3,"[2162, 2162]",-637,0.8601484
4,"(730, 730)",3,"[2228, 2228]",-571,0.70290625
5,"(736, 737)",6,"[2246, 2249]",-550,0.9939663000000001
6,"(770, 770)",3,"[2348, 2348]",-451,0.8592665999999999
7,"(813, 813)",3,"[2477, 2477]",-322,0.7171541
8,"(1086, 1086)",3,"[3296, 3296]",-437,0.5423184
9,"(1211, 1212)",6,"[3671, 3674]",-59,0.97391677
10,"(1290, 1290)",3,"[3908, 3908]",175,0.8510341
11,"(1669, 1670)",6,"[5045, 5048]",25,0.94141644
12,"(1674, 1675)",6,"[5060, 5063]",40,0.9700972
13,"(1844, 1845)",6,"[5570, 5573]",-28,0.714125
14,"(1847, 1847)",3,"[5579, 5579]",-22,0.60162956
15,"(1914, 1914)",3,"[5780, 5780]",97,0.59658366
16,"(1928, 1928)",3,"[5822, 5822]",139,0.97144216
17,"(2257, 2257)",3,"[6809, 6809]",280,0.56209403
18,"(2587, 2588)",6,"[7799, 7802]",1270,0.96207094
19,"(2931, 2934)",12,"[8831, 8840]",-351,0.9982796999999999
20,"(3058, 3060)",9,"[9212, 9218]",21,0.8833877
21,"(3195, 3195)",3,"[9623, 9623]",-270,0.7437271
22,"(3290, 3291)",6,"[9908, 9911]",15,0.7848589
23,"(3422, 3423)",6,"[10304, 10307]",-336,0.9703405999999999
24,"(3475, 3475)",3,"[10463, 10463]",-180,0.5321284000000001
25,"(3711, 3711)",3,"[11171, 11171]",-144,0.9519421
26,"(3731, 3736)",18,"[11231, 11246]",-69,0.98203915
27,"(3771, 3771)",3,"[11351, 11351]",-31,0.8882108
28,"(3806, 3806)",3,"[11456, 11456]",74,0.82528716
29,"(3822, 3823)",6,"[11504, 11507]",122,0.9936166999999999
30,"(3938, 3944)",21,"[11852, 11870]",470,0.9997495999999999
31,"(3957, 3957)",3,"[11909, 11909]",527,0.99119085
32,"(3993, 3993)",3,"[12017, 12017]",635,0.78153926
33,"(4021, 4021)",3,"[12101, 12101]",719,0.75091934
34,"(4217, 4217)",3,"[12689, 12689]",1307,0.636312
35,"(4235, 4235)",3,"[12743, 12743]",-1336,0.5435113
36,"(4414, 4414)",3,"[13280, 13280]",-799,0.7898775
37,"(4436, 4436)",3,"[13346, 13346]",-733,0.8139443000000001
38,"(4542, 4543)",6,"[13664, 13667]",-412,0.9878106
39,"(5376, 5378)",9,"[16166, 16172]",-385,0.9863062
40,"(5565, 5565)",3,"[16733, 16733]",2,0.5801232
41,"(5590, 5590)",3,"[16808, 16808]",57,0.5242395000000001
42,"(5614, 5616)",9,"[16880, 16886]",-120,0.9928676
43,"(5618, 5618)",3,"[16892, 16892]",-114,0.80913603
44,"(5669, 5669)",3,"[17045, 17045]",39,0.6036475
45,"(5694, 5696)",9,"[17120, 17126]",114,0.98500144
46,"(5719, 5719)",3,"[17195, 17195]",189,0.84651875
47,"(5775, 5775)",3,"[17363, 17363]",357,0.69241476
48,"(5829, 5829)",3,"[17525, 17525]",519,0.7737693
49,"(5880, 5880)",3,"[17678, 17678]",672,0.61153936
50,"(5884, 5885)",6,"[17690, 17693]",684,0.9984101999999999
51,"(6020, 6022)",9,"[18098, 18104]",-551,0.98046416
52,"(6048, 6048)",3,"[18182, 18182]",-473,0.88497984
53,"(6118, 6118)",3,"[18392, 18392]",-263,0.53127575
54,"(6178, 6179)",6,"[18572, 18575]",-80,0.8731673000000001
55,"(6214, 6215)",6,"[18680, 18683]",25,0.9877366
56,"(6344, 6344)",3,"[19070, 19070]",415,0.7329709
57,"(6384, 6384)",3,"[19190, 19190]",-430,0.61034304
58,"(6548, 6549)",6,"[19682, 19685]",62,0.82524127
59,"(6577, 6577)",3,"[19769, 19769]",-27,0.950808
60,"(6589, 6589)",3,"[19805, 19805]",-6,0.90370286
61,"(6593, 6593)",3,"[19817, 19817]",6,0.5366031
62,"(6654, 6654)",3,"[20000, 20000]",189,0.57751393
63,"(6732, 6733)",6,"[20234, 20237]",1,0.8986474
64,"(6841, 6842)",6,"[20561, 20564]",-251,0.9128861999999999
