,index_range,frame_len,nt_ref,dist_CDS,prediction
0,"(7, 8)",6,"[59, 62]",-193,0.87776786
1,"(65, 66)",6,"[233, 236]",-19,0.99337405
2,"(82, 85)",12,"[284, 293]",29,1.0
3,"(131, 131)",3,"[431, 431]",176,0.93347543
4,"(144, 144)",3,"[470, 470]",215,0.9802562
5,"(154, 154)",3,"[500, 500]",245,0.8638695
6,"(156, 156)",3,"[506, 506]",251,0.7920617
7,"(160, 160)",3,"[518, 518]",263,0.9411011
8,"(203, 203)",3,"[647, 647]",392,0.9832386999999999
9,"(258, 258)",3,"[812, 812]",557,0.57654244
10,"(301, 302)",6,"[941, 944]",686,0.8854764999999999
11,"(337, 337)",3,"[1049, 1049]",794,0.9661211999999999
12,"(394, 394)",3,"[1220, 1220]",965,0.5591059
13,"(430, 430)",3,"[1328, 1328]",1073,0.8196779000000001
14,"(548, 549)",6,"[1682, 1685]",-1114,0.9987318000000001
15,"(596, 598)",9,"[1826, 1832]",-967,0.77207744
16,"(631, 631)",3,"[1931, 1931]",-868,0.982294
17,"(681, 682)",6,"[2081, 2084]",-715,0.9720525
18,"(686, 686)",3,"[2096, 2096]",-703,0.7717527
19,"(757, 757)",3,"[2309, 2309]",-490,0.9649517
20,"(856, 856)",3,"[2606, 2606]",-193,0.6911544
21,"(874, 874)",3,"[2660, 2660]",-139,0.51364064
22,"(928, 928)",3,"[2822, 2822]",23,0.7685111
23,"(1015, 1016)",6,"[3083, 3086]",284,0.88096714
24,"(1035, 1035)",3,"[3143, 3143]",344,0.56685746
25,"(1054, 1054)",3,"[3200, 3200]",401,0.50008523
26,"(1081, 1084)",12,"[3281, 3290]",-443,0.98931646
27,"(1197, 1198)",6,"[3629, 3632]",-101,0.9894465
28,"(1210, 1210)",3,"[3668, 3668]",-65,0.6274526999999999
29,"(1247, 1247)",3,"[3779, 3779]",46,0.82565737
30,"(1261, 1262)",6,"[3821, 3824]",88,0.72816324
31,"(1288, 1288)",3,"[3902, 3902]",169,0.5477196999999999
32,"(1307, 1307)",3,"[3959, 3959]",226,0.9852446
33,"(1438, 1438)",3,"[4352, 4352]",619,0.76691186
34,"(1581, 1581)",3,"[4781, 4781]",-239,0.99155504
35,"(1633, 1635)",9,"[4937, 4943]",-77,0.79193133
36,"(1694, 1696)",9,"[5120, 5126]",100,0.945421
37,"(1738, 1738)",3,"[5252, 5252]",232,0.9096619
38,"(1750, 1750)",3,"[5288, 5288]",-242,0.80910426
39,"(1817, 1817)",3,"[5489, 5489]",-41,0.6976745
40,"(1873, 1873)",3,"[5657, 5657]",20,0.8745014999999999
41,"(1926, 1927)",6,"[5816, 5819]",133,0.992605
42,"(2064, 2064)",3,"[6230, 6230]",-299,0.79525596
43,"(2081, 2081)",3,"[6281, 6281]",-248,0.9738723
44,"(2140, 2140)",3,"[6458, 6458]",-71,0.7609789
45,"(2173, 2174)",6,"[6557, 6560]",28,0.9453322000000001
46,"(2406, 2409)",12,"[7256, 7265]",727,0.9245595999999999
47,"(2471, 2475)",15,"[7451, 7463]",922,0.99980277
48,"(2639, 2639)",3,"[7955, 7955]",-1236,0.95666695
49,"(2645, 2645)",3,"[7973, 7973]",-1218,0.81982154
50,"(2687, 2687)",3,"[8099, 8099]",-1092,0.7696715999999999
51,"(2747, 2747)",3,"[8279, 8279]",-912,0.88094854
52,"(2886, 2887)",6,"[8696, 8699]",-492,0.80122364
53,"(2930, 2933)",12,"[8828, 8837]",-354,0.9999982
54,"(2957, 2957)",3,"[8909, 8909]",-282,0.5299063
55,"(3047, 3049)",9,"[9179, 9185]",-6,0.9958994000000001
56,"(3058, 3059)",6,"[9212, 9215]",21,0.9305928
57,"(3288, 3291)",12,"[9902, 9911]",9,0.99999976
58,"(3306, 3306)",3,"[9956, 9956]",28,0.6637301
59,"(3362, 3362)",3,"[10124, 10124]",196,0.5938045
60,"(3367, 3367)",3,"[10139, 10139]",211,0.94876456
61,"(3497, 3497)",3,"[10529, 10529]",-114,0.7552674
62,"(3516, 3516)",3,"[10586, 10586]",-57,0.9502630999999999
63,"(3534, 3534)",3,"[10640, 10640]",-3,0.6493184000000001
64,"(3560, 3561)",6,"[10718, 10721]",75,0.8597140999999999
65,"(3765, 3765)",3,"[11333, 11333]",18,0.980735
66,"(3837, 3838)",6,"[11549, 11552]",167,0.98634094
67,"(3916, 3916)",3,"[11786, 11786]",404,0.6029875
68,"(3939, 3939)",3,"[11855, 11855]",473,0.98157203
69,"(3991, 3991)",3,"[12011, 12011]",629,0.8413983
70,"(4017, 4018)",6,"[12089, 12092]",707,0.9139411
71,"(4048, 4048)",3,"[12182, 12182]",800,0.8422957
72,"(4129, 4129)",3,"[12425, 12425]",1043,0.7811821
73,"(4167, 4169)",9,"[12539, 12545]",1157,0.7901313
74,"(4198, 4199)",6,"[12632, 12635]",1250,0.88849175
75,"(4214, 4214)",3,"[12680, 12680]",1298,0.8299632
76,"(4216, 4216)",3,"[12686, 12686]",1304,0.707929
77,"(4404, 4404)",3,"[13250, 13250]",-829,0.66288924
78,"(4434, 4434)",3,"[13340, 13340]",-739,0.9968503000000001
79,"(4461, 4462)",6,"[13421, 13424]",-655,0.9289469000000001
80,"(4508, 4508)",3,"[13562, 13562]",-517,0.9938399
81,"(4540, 4540)",3,"[13658, 13658]",-421,0.9523290000000001
82,"(4650, 4651)",6,"[13988, 13991]",-88,0.96995914
83,"(4681, 4685)",15,"[14081, 14093]",2,0.99762625
84,"(4693, 4694)",6,"[14117, 14120]",38,0.9933850000000001
85,"(4796, 4796)",3,"[14426, 14426]",347,0.9007851
86,"(4836, 4836)",3,"[14546, 14546]",467,0.84655464
87,"(4847, 4848)",6,"[14579, 14582]",500,0.99564517
88,"(4935, 4935)",3,"[14843, 14843]",-455,0.76208115
89,"(4982, 4982)",3,"[14984, 14984]",-314,0.55536264
90,"(4993, 4993)",3,"[15017, 15017]",-281,0.80846536
91,"(5010, 5010)",3,"[15068, 15068]",-230,0.6054897
92,"(5092, 5093)",6,"[15314, 15317]",16,0.9805705
93,"(5115, 5115)",3,"[15383, 15383]",85,0.92032534
94,"(5217, 5217)",3,"[15689, 15689]",391,0.7143358
95,"(5257, 5258)",6,"[15809, 15812]",511,0.9740742
96,"(5374, 5377)",12,"[16160, 16169]",-388,0.9999379
97,"(5397, 5398)",6,"[16229, 16232]",-325,0.99069244
98,"(5400, 5400)",3,"[16238, 16238]",-319,0.9828613000000002
99,"(5415, 5415)",3,"[16283, 16283]",-274,0.79134184
100,"(5469, 5469)",3,"[16445, 16445]",-112,0.6602295
101,"(5517, 5517)",3,"[16589, 16589]",32,0.9775528
102,"(5544, 5544)",3,"[16670, 16670]",-61,0.9863790000000001
103,"(5583, 5583)",3,"[16787, 16787]",36,0.9852889000000001
104,"(5612, 5614)",9,"[16874, 16880]",123,0.81581503
105,"(5788, 5788)",3,"[17402, 17402]",396,0.69781244
106,"(5817, 5817)",3,"[17489, 17489]",483,0.6799698000000001
107,"(5819, 5819)",3,"[17495, 17495]",489,0.9077277
108,"(5821, 5823)",9,"[17501, 17507]",495,0.99991703
109,"(5877, 5878)",6,"[17669, 17672]",663,0.9213912000000001
110,"(5882, 5882)",3,"[17684, 17684]",678,0.5816602
