,index_range,frame_len,nt_ref,dist_CDS,prediction
0,"(8, 9)",6,"[62, 65]",-190,0.6288701999999999
1,"(81, 85)",15,"[281, 293]",26,0.93975246
2,"(204, 205)",6,"[650, 653]",395,0.6302386999999999
3,"(387, 388)",6,"[1199, 1202]",944,0.57965076
4,"(596, 597)",6,"[1826, 1829]",-970,0.6630456
5,"(681, 684)",12,"[2081, 2090]",-709,0.79588974
6,"(874, 875)",6,"[2660, 2663]",-136,0.7131589
7,"(877, 878)",6,"[2669, 2672]",-127,0.6021948
8,"(1081, 1083)",9,"[3281, 3287]",-446,0.7755284
9,"(1402, 1402)",3,"[4244, 4244]",511,0.5368215000000001
10,"(1580, 1580)",3,"[4778, 4778]",-242,0.5632504
11,"(1689, 1690)",6,"[5105, 5108]",85,0.65694666
12,"(1694, 1695)",6,"[5120, 5123]",100,0.7220833000000001
13,"(1712, 1713)",6,"[5174, 5177]",154,0.5857627
14,"(1738, 1738)",3,"[5252, 5252]",232,0.6697654000000001
15,"(1906, 1906)",3,"[5756, 5756]",73,0.5555025
16,"(1926, 1927)",6,"[5816, 5819]",133,0.6490372
17,"(2141, 2142)",6,"[6461, 6464]",-65,0.58536863
18,"(2157, 2158)",6,"[6509, 6512]",-17,0.61138415
19,"(2193, 2193)",3,"[6617, 6617]",88,0.5402244
20,"(2407, 2410)",12,"[7259, 7268]",730,0.80542284
21,"(2471, 2474)",12,"[7451, 7460]",922,0.90680134
22,"(2586, 2587)",6,"[7796, 7799]",1267,0.6958576999999999
23,"(2617, 2617)",3,"[7889, 7889]",-1302,0.6457486
24,"(2639, 2640)",6,"[7955, 7958]",-1233,0.7424803000000001
25,"(2849, 2850)",6,"[8585, 8588]",-603,0.5754144
26,"(2884, 2886)",9,"[8690, 8696]",-495,0.7881305999999999
27,"(2929, 2932)",12,"[8825, 8834]",-357,0.87737674
28,"(2950, 2950)",3,"[8888, 8888]",-303,0.50654614
29,"(3044, 3047)",12,"[9170, 9179]",-12,0.7866061
30,"(3089, 3089)",3,"[9305, 9305]",114,0.50883216
31,"(3288, 3291)",12,"[9902, 9911]",9,0.87989616
