,index_range,frame_len,nt_ref,dist_CDS,prediction
0,"(7, 11)",15,"[59, 71]",-184,0.88397855
1,"(81, 85)",15,"[281, 293]",26,0.9982095
2,"(130, 130)",3,"[428, 428]",173,0.80983233
3,"(145, 145)",3,"[473, 473]",218,0.69139
4,"(157, 158)",6,"[509, 512]",254,0.5324631999999999
5,"(257, 257)",3,"[809, 809]",554,0.5243024000000001
6,"(388, 389)",6,"[1202, 1205]",947,0.7383835
7,"(394, 394)",3,"[1220, 1220]",965,0.7406807
8,"(548, 549)",6,"[1682, 1685]",-1114,0.63036704
9,"(627, 627)",3,"[1919, 1919]",-880,0.5870003
10,"(681, 683)",9,"[2081, 2087]",-712,0.9445198
11,"(701, 701)",3,"[2141, 2141]",-658,0.6550627
12,"(787, 787)",3,"[2399, 2399]",-400,0.59266907
13,"(875, 875)",3,"[2663, 2663]",-136,0.8292457000000001
14,"(879, 879)",3,"[2675, 2675]",-124,0.6259365
15,"(1081, 1084)",12,"[3281, 3290]",-443,0.9889444
16,"(1198, 1198)",3,"[3632, 3632]",-101,0.51721156
17,"(1569, 1569)",3,"[4745, 4745]",-275,0.5865862
18,"(1581, 1581)",3,"[4781, 4781]",-239,0.52000767
19,"(1634, 1634)",3,"[4940, 4940]",-80,0.733927
20,"(1690, 1691)",6,"[5108, 5111]",88,0.73811096
21,"(1694, 1696)",9,"[5120, 5126]",100,0.94018966
22,"(1837, 1837)",3,"[5549, 5549]",19,0.5852941999999999
23,"(1844, 1845)",6,"[5570, 5573]",-28,0.63361293
24,"(1907, 1907)",3,"[5759, 5759]",76,0.5836968000000001
25,"(1926, 1927)",6,"[5816, 5819]",133,0.8871427
26,"(2064, 2065)",6,"[6230, 6233]",-296,0.8795596
27,"(2080, 2080)",3,"[6278, 6278]",-251,0.78829837
28,"(2141, 2141)",3,"[6461, 6461]",-68,0.642219
29,"(2193, 2193)",3,"[6617, 6617]",88,0.71386623
30,"(2258, 2258)",3,"[6812, 6812]",283,0.5598039
31,"(2379, 2379)",3,"[7175, 7175]",646,0.68572015
32,"(2407, 2410)",12,"[7259, 7268]",730,0.9705391999999999
33,"(2471, 2475)",15,"[7451, 7463]",922,0.9687251
34,"(2551, 2551)",3,"[7691, 7691]",1162,0.80951834
35,"(2617, 2618)",6,"[7889, 7892]",-1299,0.8336258
36,"(2627, 2627)",3,"[7919, 7919]",-1272,0.66496503
37,"(2639, 2641)",9,"[7955, 7961]",-1230,0.92107767
