,index_range,frame_len,nt_ref,dist_CDS,prediction
0,"(8, 8)",3,"[62, 62]",-193,0.98135215
1,"(65, 66)",6,"[233, 236]",-19,0.86968124
2,"(82, 85)",12,"[284, 293]",29,0.99539524
3,"(145, 146)",6,"[473, 476]",218,0.9779846999999999
4,"(203, 203)",3,"[647, 647]",392,0.9467989
5,"(632, 632)",3,"[1934, 1934]",-865,0.52618855
6,"(635, 635)",3,"[1943, 1943]",-856,0.67391783
7,"(875, 876)",6,"[2663, 2666]",-133,0.9882337999999999
8,"(1197, 1198)",6,"[3629, 3632]",-101,0.7703879
9,"(1671, 1671)",3,"[5051, 5051]",31,0.9845324000000001
10,"(1683, 1683)",3,"[5087, 5087]",67,0.85925704
11,"(1835, 1835)",3,"[5543, 5543]",13,0.66268766
12,"(1910, 1910)",3,"[5768, 5768]",85,0.50342655
13,"(2004, 2004)",3,"[6050, 6050]",367,0.9404053
14,"(2062, 2062)",3,"[6224, 6224]",-305,0.6321423
15,"(2410, 2410)",3,"[7268, 7268]",739,0.69756424
16,"(2473, 2473)",3,"[7457, 7457]",928,0.8270666999999999
17,"(2617, 2617)",3,"[7889, 7889]",-1302,0.5695439999999999
18,"(2640, 2641)",6,"[7958, 7961]",-1230,0.9054726999999999
19,"(2738, 2738)",3,"[8252, 8252]",-939,0.5051282
20,"(2744, 2744)",3,"[8270, 8270]",-921,0.8673208
21,"(2930, 2930)",3,"[8828, 8828]",-363,0.9036285
22,"(3046, 3047)",6,"[9176, 9179]",-12,0.60309887
23,"(3288, 3291)",12,"[9902, 9911]",9,0.99521756
24,"(3383, 3383)",3,"[10187, 10187]",259,0.9372978999999999
25,"(3502, 3502)",3,"[10544, 10544]",-99,0.89641666
26,"(3528, 3529)",6,"[10622, 10625]",-18,0.7271966
27,"(3763, 3763)",3,"[11327, 11327]",12,0.78085643
28,"(4018, 4018)",3,"[12092, 12092]",710,0.5251246999999999
29,"(4048, 4048)",3,"[12182, 12182]",800,0.6746970999999999
30,"(4169, 4169)",3,"[12545, 12545]",1163,0.97971755
31,"(4216, 4216)",3,"[12686, 12686]",1304,0.7932186
32,"(4461, 4461)",3,"[13421, 13421]",-658,0.7009868
33,"(4596, 4596)",3,"[13826, 13826]",-253,0.8725596999999999
34,"(4682, 4684)",9,"[14084, 14090]",5,0.96640676
35,"(4700, 4700)",3,"[14138, 14138]",59,0.8962962
36,"(4721, 4721)",3,"[14201, 14201]",122,0.70588034
37,"(4745, 4746)",6,"[14273, 14276]",194,0.9731939000000001
38,"(5092, 5094)",9,"[15314, 15320]",16,0.99483275
39,"(5374, 5376)",9,"[16160, 16166]",-391,0.99501616
40,"(5517, 5517)",3,"[16589, 16589]",32,0.9220653
41,"(5715, 5715)",3,"[17183, 17183]",177,0.95167255
42,"(5743, 5743)",3,"[17267, 17267]",261,0.57193756
43,"(5745, 5746)",6,"[17273, 17276]",267,0.9754367
44,"(5812, 5812)",3,"[17474, 17474]",468,0.987166
45,"(5818, 5819)",6,"[17492, 17495]",486,0.9499409
46,"(6212, 6212)",3,"[18674, 18674]",19,0.5331643
