,index_range,frame_len,nt_ref,dist_CDS,prediction
0,"(64, 66)",9,"[230, 236]",-19,0.98530966
1,"(82, 84)",9,"[284, 290]",29,0.9893546999999999
2,"(144, 146)",9,"[470, 476]",215,0.90935344
3,"(274, 274)",3,"[860, 860]",605,0.95817244
4,"(276, 276)",3,"[866, 866]",611,0.64307755
5,"(632, 632)",3,"[1934, 1934]",-865,0.66355366
6,"(695, 695)",3,"[2123, 2123]",-676,0.6776654000000001
7,"(770, 770)",3,"[2348, 2348]",-451,0.60979754
8,"(875, 875)",3,"[2663, 2663]",-136,0.5208941
9,"(1085, 1085)",3,"[3293, 3293]",-440,0.91458815
10,"(1113, 1113)",3,"[3377, 3377]",-356,0.6733753
11,"(1131, 1131)",3,"[3431, 3431]",-302,0.5010496
12,"(1210, 1210)",3,"[3668, 3668]",-65,0.8976561
13,"(1398, 1398)",3,"[4232, 4232]",499,0.6094124
14,"(1509, 1509)",3,"[4565, 4565]",-455,0.8112484000000001
15,"(1630, 1630)",3,"[4928, 4928]",-92,0.57231486
16,"(1671, 1671)",3,"[5051, 5051]",31,0.54690254
17,"(1673, 1673)",3,"[5057, 5057]",37,0.65323645
18,"(1835, 1835)",3,"[5543, 5543]",13,0.9888836999999999
19,"(1837, 1837)",3,"[5549, 5549]",19,0.7276912
20,"(1846, 1846)",3,"[5576, 5576]",-25,0.642309
21,"(2004, 2004)",3,"[6050, 6050]",367,0.6256199
22,"(2006, 2006)",3,"[6056, 6056]",373,0.70543426
23,"(2033, 2033)",3,"[6137, 6137]",-392,0.55895525
24,"(2062, 2062)",3,"[6224, 6224]",-305,0.9344299
25,"(2290, 2291)",6,"[6908, 6911]",379,0.6132814999999999
26,"(2357, 2358)",6,"[7109, 7112]",580,0.581673
27,"(2559, 2559)",3,"[7715, 7715]",1186,0.94478244
28,"(2617, 2617)",3,"[7889, 7889]",-1302,0.9272719000000001
29,"(2641, 2641)",3,"[7961, 7961]",-1230,0.5372661
30,"(2702, 2702)",3,"[8144, 8144]",-1047,0.82690465
31,"(2737, 2737)",3,"[8249, 8249]",-942,0.81683344
32,"(2949, 2949)",3,"[8885, 8885]",-306,0.6987013000000001
33,"(2951, 2951)",3,"[8891, 8891]",-300,0.9317431999999999
34,"(3056, 3056)",3,"[9206, 9206]",15,0.8814304000000001
35,"(3058, 3058)",3,"[9212, 9212]",21,0.87759805
36,"(3080, 3080)",3,"[9278, 9278]",87,0.89280576
37,"(3288, 3290)",9,"[9902, 9908]",9,0.9882578000000002
38,"(3492, 3492)",3,"[10514, 10514]",-129,0.7556391
39,"(3502, 3504)",9,"[10544, 10550]",-93,0.9548606
40,"(3526, 3528)",9,"[10616, 10622]",-21,0.9165494000000001
41,"(3590, 3590)",3,"[10808, 10808]",165,0.6144474
42,"(3655, 3655)",3,"[11003, 11003]",-312,0.60593206
43,"(3657, 3657)",3,"[11009, 11009]",-306,0.51563424
44,"(3708, 3708)",3,"[11162, 11162]",-153,0.66196716
45,"(3941, 3941)",3,"[11861, 11861]",479,0.6924194
46,"(4050, 4050)",3,"[12188, 12188]",806,0.6241118
47,"(4074, 4074)",3,"[12260, 12260]",878,0.67463106
48,"(4315, 4316)",6,"[12983, 12986]",-1093,0.7216729000000001
49,"(4437, 4437)",3,"[13349, 13349]",-730,0.67578244
50,"(4473, 4473)",3,"[13457, 13457]",-622,0.8603344
51,"(4651, 4651)",3,"[13991, 13991]",-88,0.54784364
52,"(4686, 4686)",3,"[14096, 14096]",17,0.5517257
53,"(4694, 4695)",6,"[14120, 14123]",41,0.9803236999999999
54,"(4746, 4746)",3,"[14276, 14276]",197,0.6233519000000001
55,"(4976, 4976)",3,"[14966, 14966]",-332,0.6508158
56,"(4978, 4978)",3,"[14972, 14972]",-326,0.5702761
57,"(5092, 5094)",9,"[15314, 15320]",16,0.9921274
58,"(5146, 5146)",3,"[15476, 15476]",178,0.7911812
59,"(5148, 5148)",3,"[15482, 15482]",184,0.5440908
60,"(5309, 5310)",6,"[15965, 15968]",-589,0.9824936
61,"(5376, 5376)",3,"[16166, 16166]",-391,0.55095184
62,"(5489, 5490)",6,"[16505, 16508]",-49,0.9581315
63,"(5517, 5517)",3,"[16589, 16589]",32,0.85852647
64,"(5603, 5603)",3,"[16847, 16847]",96,0.5998621999999999
65,"(5613, 5613)",3,"[16877, 16877]",126,0.97818255
66,"(5665, 5665)",3,"[17033, 17033]",27,0.8595484
67,"(5667, 5667)",3,"[17039, 17039]",33,0.8935415000000001
68,"(5693, 5695)",9,"[17117, 17123]",111,0.9363082
69,"(5743, 5743)",3,"[17267, 17267]",261,0.95831376
70,"(5745, 5745)",3,"[17273, 17273]",267,0.9788709999999999
71,"(5783, 5783)",3,"[17387, 17387]",381,0.5812098000000001
72,"(5812, 5812)",3,"[17474, 17474]",468,0.7397285
73,"(5841, 5841)",3,"[17561, 17561]",555,0.5919223000000001
74,"(6408, 6409)",6,"[19262, 19265]",-355,0.97319204
75,"(6411, 6411)",3,"[19271, 19271]",-349,0.9629999
76,"(6532, 6533)",6,"[19634, 19637]",14,0.74797964
77,"(6812, 6812)",3,"[20474, 20474]",241,0.7625424
78,"(6909, 6909)",3,"[20765, 20765]",-50,0.7117101
79,"(6911, 6913)",9,"[20771, 20777]",-38,0.9844453000000001
80,"(6924, 6924)",3,"[20810, 20810]",-5,0.98827374
81,"(6950, 6950)",3,"[20888, 20888]",73,0.7917199
82,"(7029, 7030)",6,"[21125, 21128]",-271,0.8883780000000001
83,"(7046, 7046)",3,"[21176, 21176]",-223,0.668524
84,"(7048, 7048)",3,"[21182, 21182]",-217,0.66070044
85,"(7136, 7136)",3,"[21446, 21446]",47,0.7200083
86,"(7279, 7279)",3,"[21875, 21875]",-473,0.78505903
87,"(7342, 7342)",3,"[22064, 22064]",-284,0.63920814
88,"(7434, 7434)",3,"[22340, 22340]",-8,0.96325296
89,"(7459, 7459)",3,"[22415, 22415]",67,0.90994555
90,"(7461, 7462)",6,"[22421, 22424]",73,0.80957747
91,"(7486, 7486)",3,"[22496, 22496]",148,0.54077476
92,"(7752, 7752)",3,"[23294, 23294]",946,0.6773958999999999
93,"(7882, 7882)",3,"[23684, 23684]",1336,0.6564366
94,"(8045, 8045)",3,"[24173, 24173]",-1034,0.83805144
95,"(8059, 8059)",3,"[24215, 24215]",-992,0.87171876
96,"(8061, 8061)",3,"[24221, 24221]",-986,0.6650009
97,"(8188, 8188)",3,"[24602, 24602]",-605,0.6971096999999999
98,"(8352, 8352)",3,"[25094, 25094]",-113,0.9407949000000001
99,"(8421, 8421)",3,"[25301, 25301]",94,0.81440276
100,"(8423, 8423)",3,"[25307, 25307]",100,0.50655746
101,"(8560, 8562)",9,"[25718, 25724]",17,0.9856434999999999
102,"(8579, 8579)",3,"[25775, 25775]",12,0.7657804
103,"(8616, 8616)",3,"[25886, 25886]",123,0.9433929
104,"(8618, 8618)",3,"[25892, 25892]",129,0.91396505
105,"(8968, 8968)",3,"[26942, 26942]",-285,0.50255555
106,"(8974, 8976)",9,"[26960, 26966]",-261,0.94557315
107,"(8981, 8981)",3,"[26981, 26981]",-246,0.7335783
108,"(9019, 9019)",3,"[27095, 27095]",-132,0.74391073
109,"(9074, 9074)",3,"[27260, 27260]",33,0.99254084
110,"(9076, 9076)",3,"[27266, 27266]",39,0.97846025
111,"(9098, 9099)",6,"[27332, 27335]",105,0.94401765
112,"(9365, 9365)",3,"[28133, 28133]",-74,0.5326556
113,"(9621, 9621)",3,"[28901, 28901]",-294,0.8463903
114,"(9721, 9721)",3,"[29201, 29201]",6,0.6137206000000001
115,"(9739, 9739)",3,"[29255, 29255]",60,0.98713696
116,"(9741, 9741)",3,"[29261, 29261]",66,0.94734603
117,"(9776, 9776)",3,"[29366, 29366]",171,0.955507
118,"(9809, 9809)",3,"[29465, 29465]",270,0.7240779
119,"(9840, 9840)",3,"[29558, 29558]",363,0.70655096
120,"(10093, 10093)",3,"[30317, 30317]",-482,0.93876547
121,"(10314, 10314)",3,"[30980, 30980]",181,0.60846835
122,"(10404, 10404)",3,"[31250, 31250]",451,0.9383132
123,"(10539, 10539)",3,"[31655, 31655]",856,0.8295028
124,"(10820, 10820)",3,"[32498, 32498]",-1540,0.75242573
125,"(10956, 10956)",3,"[32906, 32906]",-1132,0.9651742
126,"(10958, 10958)",3,"[32912, 32912]",-1126,0.5279069000000001
127,"(11164, 11164)",3,"[33530, 33530]",-508,0.60127884
128,"(11309, 11309)",3,"[33965, 33965]",-73,0.53964424
129,"(11339, 11339)",3,"[34055, 34055]",17,0.7504582
130,"(11353, 11355)",9,"[34097, 34103]",59,0.97006905
131,"(11363, 11363)",3,"[34127, 34127]",89,0.77913904
132,"(11469, 11469)",3,"[34445, 34445]",-250,0.51823366
133,"(11533, 11534)",6,"[34637, 34640]",-55,0.8347034999999999
134,"(11596, 11596)",3,"[34826, 34826]",45,0.7624701
135,"(11743, 11743)",3,"[35267, 35267]",-110,0.54602563
136,"(11839, 11839)",3,"[35555, 35555]",178,0.53044975
137,"(12051, 12051)",3,"[36191, 36191]",-80,0.98855233
138,"(12053, 12053)",3,"[36197, 36197]",-74,0.8736302
139,"(12070, 12070)",3,"[36248, 36248]",-23,0.7786338
140,"(12115, 12115)",3,"[36383, 36383]",112,0.5455666
141,"(12422, 12422)",3,"[37304, 37304]",-594,0.92379326
142,"(12424, 12424)",3,"[37310, 37310]",-588,0.8073132
143,"(12455, 12455)",3,"[37403, 37403]",-495,0.84284306
144,"(12506, 12506)",3,"[37556, 37556]",-342,0.9871103999999999
145,"(12508, 12508)",3,"[37562, 37562]",-336,0.9240106
146,"(12545, 12545)",3,"[37673, 37673]",-225,0.57359284
147,"(12628, 12628)",3,"[37922, 37922]",24,0.6570498
148,"(12904, 12904)",3,"[38750, 38750]",-435,0.5087056
149,"(12995, 12995)",3,"[39023, 39023]",-162,0.98518753
150,"(13013, 13013)",3,"[39077, 39077]",-108,0.9487714
151,"(13015, 13015)",3,"[39083, 39083]",-102,0.7254604
152,"(13051, 13051)",3,"[39191, 39191]",6,0.88165253
153,"(13184, 13184)",3,"[39590, 39590]",346,0.9805889999999999
154,"(13253, 13253)",3,"[39797, 39797]",553,0.55475575
155,"(13284, 13284)",3,"[39890, 39890]",-527,0.8992485999999998
156,"(13453, 13453)",3,"[40397, 40397]",-20,0.96733063
157,"(13953, 13953)",3,"[41897, 41897]",-1276,0.8602865
158,"(13973, 13973)",3,"[41957, 41957]",-1216,0.71002847
