start,stop,center,length,max_score
290.0,296.0,293.0,7.0,0.99530184
440.0,440.0,440.0,1.0,0.87411344
473.0,473.0,473.0,1.0,0.9791282
2537.0,2537.0,2537.0,1.0,0.7383403
3236.0,3239.0,3238.0,4.0,0.889785
3383.0,3383.0,3383.0,1.0,0.5055296
3635.0,3635.0,3635.0,1.0,0.9068882
3668.0,3674.0,3671.0,7.0,0.9661104
3908.0,3908.0,3908.0,1.0,0.53885055
4145.0,4145.0,4145.0,1.0,0.9013616
5057.0,5063.0,5060.0,7.0,0.9749546
5084.0,5084.0,5084.0,1.0,0.8960105
5207.0,5207.0,5207.0,1.0,0.6974892
8732.0,8735.0,8734.0,4.0,0.9868199
8834.0,8840.0,8837.0,7.0,0.8880873
9131.0,9134.0,9133.0,4.0,0.94675314
9212.0,9212.0,9212.0,1.0,0.7321664
9218.0,9218.0,9218.0,1.0,0.7627275
9290.0,9290.0,9290.0,1.0,0.9460602
9908.0,9911.0,9910.0,4.0,0.98837835
11975.0,11975.0,11975.0,1.0,0.91410697
11981.0,11981.0,11981.0,1.0,0.6230236
12260.0,12260.0,12260.0,1.0,0.6002233
12506.0,12506.0,12506.0,1.0,0.9819193
12740.0,12740.0,12740.0,1.0,0.7511204
12839.0,12839.0,12839.0,1.0,0.9536567
13664.0,13664.0,13664.0,1.0,0.866026
14129.0,14129.0,14129.0,1.0,0.8137272
17189.0,17189.0,17189.0,1.0,0.69226515
17435.0,17435.0,17435.0,1.0,0.7519628
17690.0,17693.0,17692.0,4.0,0.9754538
18098.0,18101.0,18100.0,4.0,0.9582486
18170.0,18170.0,18170.0,1.0,0.89605635
18680.0,18686.0,18683.0,7.0,0.99475634
18794.0,18794.0,18794.0,1.0,0.9174807
21449.0,21449.0,21449.0,1.0,0.9338433
21554.0,21554.0,21554.0,1.0,0.80916697
21716.0,21716.0,21716.0,1.0,0.70585024
22313.0,22313.0,22313.0,1.0,0.91688114
22346.0,22346.0,22346.0,1.0,0.8594604
25658.0,25658.0,25658.0,1.0,0.7758665
25724.0,25727.0,25726.0,4.0,0.69593686
25793.0,25793.0,25793.0,1.0,0.6799879
25934.0,25934.0,25934.0,1.0,0.9341201
25940.0,25940.0,25940.0,1.0,0.9776783
27266.0,27272.0,27269.0,7.0,0.9940904
28403.0,28403.0,28403.0,1.0,0.951303
28571.0,28571.0,28571.0,1.0,0.774472
29117.0,29117.0,29117.0,1.0,0.61971366
29123.0,29123.0,29123.0,1.0,0.8327948
29222.0,29222.0,29222.0,1.0,0.5867604
29258.0,29258.0,29258.0,1.0,0.6946217
29264.0,29267.0,29266.0,4.0,0.971092
29303.0,29303.0,29303.0,1.0,0.8249776
29597.0,29597.0,29597.0,1.0,0.556028
29639.0,29639.0,29639.0,1.0,0.5877614
29846.0,29846.0,29846.0,1.0,0.5804632
30227.0,30230.0,30229.0,4.0,0.7851552
32912.0,32912.0,32912.0,1.0,0.94863105
33398.0,33398.0,33398.0,1.0,0.94064754
33482.0,33482.0,33482.0,1.0,0.70323735
