start,stop,center,length,max_score
287.0,299.0,293.0,13.0,0.9948854
1937.0,1937.0,1937.0,1.0,0.7541703
2243.0,2246.0,2245.0,4.0,0.9561308
2477.0,2477.0,2477.0,1.0,0.52079636
3005.0,3005.0,3005.0,1.0,0.6416
3671.0,3674.0,3673.0,4.0,0.93433267
3812.0,3812.0,3812.0,1.0,0.8809944
3902.0,3905.0,3904.0,4.0,0.79170644
4394.0,4394.0,4394.0,1.0,0.69673294
5036.0,5036.0,5036.0,1.0,0.5586733
5045.0,5048.0,5047.0,4.0,0.66121286
5057.0,5060.0,5059.0,4.0,0.58754337
8831.0,8840.0,8836.0,10.0,0.9474424
13424.0,13424.0,13424.0,1.0,0.5914707
17522.0,17528.0,17525.0,7.0,0.9613149
17687.0,17693.0,17690.0,7.0,0.9776529
18098.0,18104.0,18101.0,7.0,0.80184734
18185.0,18185.0,18185.0,1.0,0.9289249
18488.0,18497.0,18493.0,10.0,0.9332698
18680.0,18680.0,18680.0,1.0,0.7408122
18785.0,18797.0,18791.0,13.0,0.94437164
21371.0,21371.0,21371.0,1.0,0.62751085
21446.0,21452.0,21449.0,7.0,0.9178986
22553.0,22553.0,22553.0,1.0,0.7963702
25721.0,25721.0,25721.0,1.0,0.7740563
26216.0,26216.0,26216.0,1.0,0.7803553
26300.0,26300.0,26300.0,1.0,0.8835012
26432.0,26432.0,26432.0,1.0,0.5007464
26990.0,26990.0,26990.0,1.0,0.5811678
27071.0,27071.0,27071.0,1.0,0.57153815
27257.0,27272.0,27265.0,16.0,0.9884155
28403.0,28403.0,28403.0,1.0,0.5031905
29141.0,29141.0,29141.0,1.0,0.63535535
29147.0,29147.0,29147.0,1.0,0.58221084
29252.0,29267.0,29260.0,16.0,0.9856523
29276.0,29276.0,29276.0,1.0,0.92163366
29318.0,29333.0,29326.0,16.0,0.9434838
29369.0,29378.0,29374.0,10.0,0.86287796
29513.0,29516.0,29515.0,4.0,0.66849566
29636.0,29642.0,29639.0,7.0,0.9783715
30221.0,30230.0,30226.0,10.0,0.9658003
30584.0,30584.0,30584.0,1.0,0.8973856
30854.0,30860.0,30857.0,7.0,0.9410893
31400.0,31400.0,31400.0,1.0,0.58754635
34052.0,34052.0,34052.0,1.0,0.5656048
34097.0,34109.0,34103.0,13.0,0.9921463
34817.0,34817.0,34817.0,1.0,0.86137766
47678.0,47678.0,47678.0,1.0,0.5375782
48374.0,48374.0,48374.0,1.0,0.66091543
48977.0,48977.0,48977.0,1.0,0.52112263
49655.0,49667.0,49661.0,13.0,0.9839812
49763.0,49766.0,49765.0,4.0,0.90631914
57086.0,57095.0,57091.0,10.0,0.98282397
57506.0,57515.0,57511.0,10.0,0.9723734
57725.0,57725.0,57725.0,1.0,0.81533974
58217.0,58217.0,58217.0,1.0,0.5896709
58229.0,58229.0,58229.0,1.0,0.75582457
58292.0,58295.0,58294.0,4.0,0.79479975
58352.0,58355.0,58354.0,4.0,0.76154536
77318.0,77327.0,77323.0,10.0,0.97666913
77378.0,77387.0,77383.0,10.0,0.72486985
77570.0,77582.0,77576.0,13.0,0.9930484
84203.0,84212.0,84208.0,10.0,0.9427034
84257.0,84260.0,84259.0,4.0,0.62637955
84848.0,84848.0,84848.0,1.0,0.7812825
85010.0,85013.0,85012.0,4.0,0.70435727
85337.0,85355.0,85346.0,19.0,0.9709292
85391.0,85391.0,85391.0,1.0,0.71259665
85445.0,85451.0,85448.0,7.0,0.9521156
85487.0,85490.0,85489.0,4.0,0.89217246
87884.0,87890.0,87887.0,7.0,0.9720685
87986.0,87995.0,87991.0,10.0,0.93836355
88412.0,88412.0,88412.0,1.0,0.5091966
89201.0,89219.0,89210.0,19.0,0.9921672
103919.0,103919.0,103919.0,1.0,0.52285784
105362.0,105362.0,105362.0,1.0,0.66742945
107528.0,107543.0,107536.0,16.0,0.98989326
107579.0,107594.0,107587.0,16.0,0.9345262
108257.0,108260.0,108259.0,4.0,0.95876896
111008.0,111020.0,111014.0,13.0,0.9939796
113360.0,113360.0,113360.0,1.0,0.75584596
118856.0,118859.0,118858.0,4.0,0.6462818
119294.0,119294.0,119294.0,1.0,0.639722
119429.0,119429.0,119429.0,1.0,0.8092583
119699.0,119699.0,119699.0,1.0,0.9336478
119768.0,119768.0,119768.0,1.0,0.5635009
119945.0,119945.0,119945.0,1.0,0.50441223
120158.0,120158.0,120158.0,1.0,0.88149583
120191.0,120197.0,120194.0,7.0,0.9823386
121901.0,121904.0,121903.0,4.0,0.9157282
122414.0,122414.0,122414.0,1.0,0.8183644
123527.0,123527.0,123527.0,1.0,0.7289031
127601.0,127613.0,127607.0,13.0,0.99343383
129377.0,129386.0,129382.0,10.0,0.9858764
130622.0,130622.0,130622.0,1.0,0.5654634
130628.0,130628.0,130628.0,1.0,0.57288057
131162.0,131162.0,131162.0,1.0,0.7075384
131441.0,131453.0,131447.0,13.0,0.9777919
132413.0,132413.0,132413.0,1.0,0.5655829
134183.0,134183.0,134183.0,1.0,0.51303965
134258.0,134270.0,134264.0,13.0,0.9916089
134819.0,134822.0,134821.0,4.0,0.9094817
136964.0,136964.0,136964.0,1.0,0.7500254
137771.0,137771.0,137771.0,1.0,0.80709696
141554.0,141554.0,141554.0,1.0,0.61144704
141989.0,141998.0,141994.0,10.0,0.97472656
147632.0,147632.0,147632.0,1.0,0.5542111
147926.0,147926.0,147926.0,1.0,0.60754436
148079.0,148079.0,148079.0,1.0,0.72686374
160046.0,160046.0,160046.0,1.0,0.54764295
162737.0,162740.0,162739.0,4.0,0.6639384
163997.0,163997.0,163997.0,1.0,0.52083653
164969.0,164969.0,164969.0,1.0,0.81357354
165713.0,165713.0,165713.0,1.0,0.8154723
167327.0,167333.0,167330.0,7.0,0.96067625
167552.0,167555.0,167554.0,4.0,0.6298463
167801.0,167801.0,167801.0,1.0,0.54488605
168095.0,168095.0,168095.0,1.0,0.8580355
169244.0,169244.0,169244.0,1.0,0.7603228
174971.0,174974.0,174973.0,4.0,0.59475386
175196.0,175199.0,175198.0,4.0,0.80292034
175679.0,175691.0,175685.0,13.0,0.96100765
175889.0,175889.0,175889.0,1.0,0.77897406
