,index_range,frame_len,nt_ref,dist_CDS,prediction
0,"(84, 86)",9,"[290, 296]",35,0.97587186
1,"(134, 134)",3,"[440, 440]",185,0.78456587
2,"(145, 145)",3,"[473, 473]",218,0.58371633
3,"(770, 770)",3,"[2348, 2348]",-451,0.8373982
4,"(1199, 1199)",3,"[3635, 3635]",-98,0.8865025
5,"(1210, 1212)",9,"[3668, 3674]",-59,0.89190614
6,"(1251, 1251)",3,"[3791, 3791]",58,0.65098506
7,"(1290, 1290)",3,"[3908, 3908]",175,0.6443325
8,"(1308, 1308)",3,"[3962, 3962]",229,0.5122751
9,"(1635, 1635)",3,"[4943, 4943]",-77,0.58315194
10,"(1674, 1675)",6,"[5060, 5063]",40,0.77189434
11,"(1682, 1682)",3,"[5084, 5084]",64,0.8005211999999999
12,"(2475, 2475)",3,"[7463, 7463]",934,0.61579984
13,"(2588, 2588)",3,"[7802, 7802]",1273,0.5513378000000001
14,"(2630, 2630)",3,"[7928, 7928]",-1263,0.5910221
15,"(2899, 2899)",3,"[8735, 8735]",-456,0.8088076
16,"(2932, 2934)",9,"[8834, 8840]",-351,0.94966376
17,"(3032, 3032)",3,"[9134, 9134]",-57,0.7004428
18,"(3291, 3291)",3,"[9911, 9911]",-17,0.8778113000000001
19,"(3421, 3423)",9,"[10301, 10307]",-336,0.8307912000000001
20,"(3519, 3519)",3,"[10595, 10595]",-48,0.6331975000000001
21,"(3915, 3915)",3,"[11783, 11783]",401,0.50303435
22,"(3918, 3918)",3,"[11792, 11792]",410,0.58679175
23,"(3920, 3920)",3,"[11798, 11798]",416,0.6783445
24,"(3941, 3943)",9,"[11861, 11867]",479,0.97102803
25,"(3979, 3979)",3,"[11975, 11975]",593,0.82665586
26,"(4234, 4234)",3,"[12740, 12740]",-1339,0.80795646
27,"(4267, 4267)",3,"[12839, 12839]",-1240,0.5250794
28,"(4696, 4697)",6,"[14126, 14129]",47,0.61475885
29,"(5070, 5071)",6,"[15248, 15251]",-47,0.8917913000000001
30,"(5093, 5095)",9,"[15317, 15323]",19,0.9685166999999999
31,"(5184, 5186)",9,"[15590, 15596]",292,0.5788201999999999
32,"(5694, 5695)",6,"[17120, 17123]",114,0.53485644
33,"(5697, 5697)",3,"[17129, 17129]",123,0.5159271
34,"(5884, 5885)",6,"[17690, 17693]",684,0.7955518
35,"(6021, 6021)",3,"[18101, 18101]",-554,0.51117706
36,"(6044, 6044)",3,"[18170, 18170]",-485,0.6815629
37,"(6214, 6216)",9,"[18680, 18686]",25,0.9703589
38,"(6252, 6252)",3,"[18794, 18794]",139,0.7372857
39,"(6532, 6534)",9,"[19634, 19640]",14,0.9563632
40,"(6571, 6571)",3,"[19751, 19751]",-45,0.77955407
41,"(6850, 6850)",3,"[20588, 20588]",-227,0.55761737
42,"(6912, 6913)",6,"[20774, 20777]",-38,0.7309306999999999
43,"(6915, 6915)",3,"[20783, 20783]",-32,0.89457303
44,"(7031, 7032)",6,"[21131, 21134]",-265,0.89403236
45,"(7137, 7137)",3,"[21449, 21449]",50,0.8678154
46,"(8632, 8632)",3,"[25934, 25934]",171,0.8944940999999998
47,"(8634, 8634)",3,"[25940, 25940]",177,0.5666215
48,"(8725, 8725)",3,"[26213, 26213]",-62,0.50237817
49,"(9076, 9078)",9,"[27266, 27272]",39,0.93515503
50,"(9455, 9455)",3,"[28403, 28403]",196,0.82807875
51,"(9695, 9695)",3,"[29123, 29123]",-72,0.74896795
52,"(9736, 9736)",3,"[29246, 29246]",51,0.81142104
53,"(9740, 9740)",3,"[29258, 29258]",63,0.5739559000000001
54,"(9742, 9743)",6,"[29264, 29267]",69,0.88561153
55,"(9756, 9756)",3,"[29306, 29306]",111,0.7391149
56,"(9762, 9762)",3,"[29324, 29324]",129,0.8297938
57,"(10062, 10064)",9,"[30224, 30230]",-569,0.8195347
58,"(11354, 11356)",9,"[34100, 34106]",62,0.8823588
59,"(11364, 11367)",12,"[34130, 34139]",92,0.9038518
60,"(11592, 11592)",3,"[34814, 34814]",33,0.88268095
61,"(11827, 11827)",3,"[35519, 35519]",142,0.8112170999999999
62,"(12054, 12055)",6,"[36200, 36203]",-68,0.7807964
63,"(12059, 12059)",3,"[36215, 36215]",-56,0.55204076
64,"(12100, 12100)",3,"[36338, 36338]",67,0.58798707
65,"(12112, 12112)",3,"[36374, 36374]",103,0.5803391999999999
66,"(12205, 12205)",3,"[36653, 36653]",382,0.8478778
67,"(12256, 12256)",3,"[36806, 36806]",535,0.6476208000000001
68,"(12289, 12289)",3,"[36905, 36905]",634,0.68572676
69,"(12659, 12661)",9,"[38015, 38021]",117,0.8339225
70,"(13018, 13019)",6,"[39092, 39095]",-90,0.8935781999999999
71,"(13454, 13455)",6,"[40400, 40403]",-14,0.8510936
72,"(13842, 13843)",6,"[41564, 41567]",1147,0.8470955
73,"(13952, 13952)",3,"[41894, 41894]",-1279,0.9280989
74,"(13954, 13956)",9,"[41900, 41906]",-1267,0.9257620000000001
75,"(13967, 13968)",6,"[41939, 41942]",-1231,0.7977955
76,"(14296, 14296)",3,"[42926, 42926]",-247,0.50531113
77,"(14932, 14934)",9,"[44834, 44840]",-626,0.93004864
78,"(14947, 14947)",3,"[44879, 44879]",-587,0.7854994000000001
79,"(14949, 14949)",3,"[44885, 44885]",-581,0.8696518
80,"(15094, 15094)",3,"[45320, 45320]",-146,0.5688810999999999
81,"(15275, 15276)",6,"[45863, 45866]",113,0.94125354
82,"(15317, 15317)",3,"[45989, 45989]",239,0.7013060999999999
83,"(15434, 15436)",9,"[46340, 46346]",590,0.94737417
84,"(15456, 15456)",3,"[46406, 46406]",656,0.5046609999999999
85,"(15458, 15458)",3,"[46412, 46412]",662,0.66871065
86,"(15524, 15527)",12,"[46610, 46619]",-519,0.9183556999999999
87,"(15626, 15626)",3,"[46916, 46916]",-222,0.57264477
88,"(15695, 15696)",6,"[47123, 47126]",-12,0.6842949
89,"(15700, 15702)",9,"[47138, 47144]",0,0.95223117
90,"(15734, 15734)",3,"[47240, 47240]",102,0.87976956
91,"(15765, 15767)",9,"[47333, 47339]",195,0.8689424000000001
92,"(16456, 16456)",3,"[49406, 49406]",-225,0.79235333
93,"(16541, 16542)",6,"[49661, 49664]",30,0.8729653
94,"(17033, 17033)",3,"[51137, 51137]",-92,0.74047923
95,"(17059, 17059)",3,"[51215, 51215]",-14,0.9326918
96,"(17275, 17276)",6,"[51863, 51866]",254,0.83728284
97,"(17460, 17460)",3,"[52418, 52418]",-9,0.50143623
98,"(17550, 17550)",3,"[52688, 52688]",261,0.54579246
99,"(17728, 17728)",3,"[53222, 53222]",-194,0.7819463000000001
100,"(17744, 17745)",6,"[53270, 53273]",-143,0.7061335
101,"(17780, 17780)",3,"[53378, 53378]",-38,0.90700126
102,"(17968, 17968)",3,"[53942, 53942]",526,0.6681526999999999
103,"(18960, 18960)",3,"[56918, 56918]",-1261,0.503181
104,"(19014, 19014)",3,"[57080, 57080]",-1099,0.72668827
105,"(19101, 19102)",6,"[57341, 57344]",-835,0.8777990999999999
106,"(19396, 19398)",9,"[58226, 58232]",47,0.81978065
107,"(19455, 19456)",6,"[58403, 58406]",224,0.8295186
108,"(19598, 19598)",3,"[58832, 58832]",-292,0.51491475
109,"(19641, 19641)",3,"[58961, 58961]",-163,0.6842632
110,"(19697, 19697)",3,"[59129, 59129]",5,0.6252468000000001
111,"(19755, 19755)",3,"[59303, 59303]",24,0.7402517
112,"(20092, 20092)",3,"[60314, 60314]",-44,0.6421624
113,"(20094, 20094)",3,"[60320, 60320]",-38,0.8256667999999999
114,"(20265, 20265)",3,"[60833, 60833]",475,0.7102997
115,"(20996, 20996)",3,"[63026, 63026]",-403,0.8704544
116,"(21123, 21124)",6,"[63407, 63410]",-19,0.6308254
117,"(21156, 21156)",3,"[63506, 63506]",77,0.6573901
118,"(21198, 21198)",3,"[63632, 63632]",203,0.69619924
119,"(21751, 21751)",3,"[65291, 65291]",-564,0.69044244
120,"(21924, 21926)",9,"[65810, 65816]",-39,0.9696565
121,"(22347, 22347)",3,"[67079, 67079]",244,0.5388791
122,"(22778, 22780)",9,"[68372, 68378]",24,0.95589876
123,"(23121, 23122)",6,"[69401, 69404]",1053,0.9117404
124,"(23361, 23361)",3,"[70121, 70121]",-1144,0.62985903
125,"(23489, 23489)",3,"[70505, 70505]",-760,0.79836124
126,"(23501, 23502)",6,"[70541, 70544]",-721,0.709271
127,"(23722, 23722)",3,"[71204, 71204]",-61,0.80086493
128,"(23725, 23725)",3,"[71213, 71213]",-52,0.76438767
129,"(23831, 23831)",3,"[71531, 71531]",266,0.76530904
130,"(23858, 23858)",3,"[71612, 71612]",347,0.5408562
131,"(23953, 23955)",9,"[71897, 71903]",-212,0.96732515
132,"(24915, 24915)",3,"[74783, 74783]",286,0.68930274
133,"(25008, 25008)",3,"[75062, 75062]",565,0.85115767
134,"(25139, 25141)",9,"[75455, 75461]",-183,0.7595779
135,"(25296, 25296)",3,"[75926, 75926]",282,0.5217358
136,"(25353, 25355)",9,"[76097, 76103]",453,0.9055263000000001
137,"(25423, 25424)",6,"[76307, 76310]",663,0.8672738999999999
138,"(25761, 25763)",9,"[77321, 77327]",-192,0.96103543
139,"(25844, 25847)",12,"[77570, 77579]",-14,0.97473407
140,"(25856, 25856)",3,"[77606, 77606]",13,0.6977495
141,"(25892, 25892)",3,"[77714, 77714]",121,0.7749003000000001
142,"(25942, 25942)",3,"[77864, 77864]",271,0.60325474
143,"(26200, 26200)",3,"[78638, 78638]",-161,0.7146575
144,"(26264, 26264)",3,"[78830, 78830]",-18,0.61787623
145,"(26266, 26267)",6,"[78836, 78839]",-9,0.9457078000000001
146,"(26311, 26312)",6,"[78971, 78974]",123,0.9519781999999999
147,"(26461, 26462)",6,"[79421, 79424]",-40,0.68323416
148,"(26769, 26769)",3,"[80345, 80345]",-522,0.8406878000000001
149,"(26806, 26806)",3,"[80456, 80456]",-411,0.86449134
150,"(27308, 27308)",3,"[81962, 81962]",4,0.5322445
151,"(27442, 27442)",3,"[82364, 82364]",406,0.74170387
152,"(27530, 27532)",9,"[82628, 82634]",670,0.75688297
153,"(27800, 27801)",6,"[83438, 83441]",-181,0.7435387
154,"(27850, 27852)",9,"[83588, 83594]",-28,0.9751466999999999
155,"(27975, 27977)",9,"[83963, 83969]",341,0.82068443
156,"(28082, 28082)",3,"[84284, 84284]",662,0.51576173
157,"(28094, 28098)",15,"[84320, 84332]",698,0.86962366
158,"(28433, 28435)",9,"[85337, 85343]",25,0.8769425999999999
159,"(28437, 28437)",3,"[85349, 85349]",37,0.5727734999999999
160,"(28457, 28459)",9,"[85409, 85415]",-52,0.90610445
161,"(28763, 28765)",9,"[86327, 86333]",860,0.87531066
162,"(29069, 29069)",3,"[87245, 87245]",-109,0.7733484
163,"(29089, 29089)",3,"[87305, 87305]",-49,0.6842674
164,"(29123, 29124)",6,"[87407, 87410]",53,0.90409875
165,"(29282, 29283)",6,"[87884, 87887]",36,0.8829742
166,"(29318, 29318)",3,"[87992, 87992]",144,0.9061869
167,"(29725, 29725)",3,"[89213, 89213]",181,0.63820934
168,"(29825, 29825)",3,"[89513, 89513]",481,0.5800441999999999
169,"(29849, 29849)",3,"[89585, 89585]",-507,0.90991527
170,"(29852, 29852)",3,"[89594, 89594]",-498,0.56087023
171,"(30063, 30063)",3,"[90227, 90227]",135,0.7038546999999999
172,"(30223, 30223)",3,"[90707, 90707]",-328,0.6249547
173,"(30250, 30250)",3,"[90788, 90788]",-247,0.76322746
174,"(30353, 30353)",3,"[91097, 91097]",62,0.65825003
175,"(30509, 30509)",3,"[91565, 91565]",168,0.6878643
176,"(30590, 30590)",3,"[91808, 91808]",411,0.6952649000000001
177,"(31004, 31004)",3,"[93050, 93050]",-129,0.5533005999999999
178,"(31074, 31074)",3,"[93260, 93260]",81,0.83690184
179,"(31267, 31267)",3,"[93839, 93839]",660,0.82236046
180,"(31530, 31530)",3,"[94628, 94628]",-25,0.66664433
181,"(32085, 32086)",6,"[96293, 96296]",285,0.8793598
182,"(32147, 32147)",3,"[96479, 96479]",471,0.6896786
183,"(32276, 32277)",6,"[96866, 96869]",-215,0.68909204
184,"(32324, 32325)",6,"[97010, 97013]",-71,0.69120866
185,"(32783, 32783)",3,"[98387, 98387]",-16,0.552295
186,"(33082, 33082)",3,"[99284, 99284]",-363,0.5197795000000001
187,"(33266, 33266)",3,"[99836, 99836]",189,0.8274629000000001
188,"(33474, 33474)",3,"[100460, 100460]",-251,0.8230334999999999
189,"(33798, 33800)",9,"[101432, 101438]",721,0.8082467
190,"(33910, 33910)",3,"[101768, 101768]",-472,0.50842285
191,"(34078, 34078)",3,"[102272, 102272]",32,0.6758552
192,"(35062, 35062)",3,"[105224, 105224]",-20,0.78627867
193,"(35064, 35065)",6,"[105230, 105233]",-11,0.69950217
194,"(35331, 35331)",3,"[106031, 106031]",-425,0.69473565
195,"(35830, 35830)",3,"[107528, 107528]",54,0.5151819000000001
196,"(35832, 35835)",12,"[107534, 107543]",60,0.9206063
197,"(36074, 36074)",3,"[108260, 108260]",43,0.84192413
198,"(36992, 36994)",9,"[111014, 111020]",30,0.9698815999999999
199,"(37062, 37063)",6,"[111224, 111227]",-204,0.9123425
200,"(37105, 37105)",3,"[111353, 111353]",-78,0.75691235
201,"(37220, 37220)",3,"[111698, 111698]",49,0.5686675999999999
202,"(37336, 37336)",3,"[112046, 112046]",190,0.704706
203,"(37503, 37505)",9,"[112547, 112553]",-46,0.9680808000000001
204,"(37758, 37758)",3,"[113312, 113312]",24,0.54287905
205,"(37866, 37866)",3,"[113636, 113636]",348,0.71482444
206,"(38226, 38226)",3,"[114716, 114716]",194,0.5845246999999999
207,"(38241, 38241)",3,"[114761, 114761]",239,0.6642954000000001
208,"(38363, 38363)",3,"[115127, 115127]",-587,0.6478227
209,"(38593, 38593)",3,"[115817, 115817]",103,0.7199473000000001
210,"(39088, 39088)",3,"[117302, 117302]",193,0.7602168
211,"(39090, 39090)",3,"[117308, 117308]",199,0.5653054
212,"(39197, 39201)",15,"[117629, 117641]",-111,0.97535264
213,"(39341, 39341)",3,"[118061, 118061]",309,0.6068835
214,"(39509, 39510)",6,"[118565, 118568]",-716,0.8806867
215,"(39576, 39577)",6,"[118766, 118769]",-515,0.7661458000000001
216,"(39672, 39672)",3,"[119054, 119054]",-230,0.54445934
217,"(39779, 39779)",3,"[119375, 119375]",91,0.78788316
218,"(39896, 39897)",6,"[119726, 119729]",-406,0.8898060999999999
219,"(39906, 39906)",3,"[119756, 119756]",-379,0.5202635
220,"(40040, 40041)",6,"[120158, 120161]",-17,0.8935013
221,"(40052, 40052)",3,"[120194, 120194]",16,0.6447982
222,"(40111, 40111)",3,"[120371, 120371]",193,0.54458946
223,"(40416, 40416)",3,"[121286, 121286]",1108,0.8851450999999999
224,"(40507, 40508)",6,"[121559, 121562]",-1294,0.95781684
225,"(40604, 40606)",9,"[121850, 121856]",-1000,0.96415895
226,"(42409, 42409)",3,"[127265, 127265]",-322,0.5105545
227,"(42492, 42492)",3,"[127514, 127514]",-73,0.5493903
228,"(42522, 42524)",9,"[127604, 127610]",17,0.9751754000000001
229,"(42543, 42545)",9,"[127667, 127673]",80,0.83808434
230,"(42563, 42563)",3,"[127727, 127727]",140,0.61612386
231,"(42616, 42616)",3,"[127886, 127886]",299,0.5392935999999999
232,"(43074, 43074)",3,"[129260, 129260]",-76,0.6595975000000001
233,"(43114, 43116)",9,"[129380, 129386]",18,0.9655626
234,"(43278, 43278)",3,"[129872, 129872]",465,0.8749070999999999
235,"(43657, 43658)",6,"[131009, 131012]",1602,0.8081414000000001
236,"(44741, 44744)",12,"[134261, 134270]",49,0.9753838
237,"(45223, 45223)",3,"[135707, 135707]",109,0.88865364
238,"(45444, 45444)",3,"[136370, 136370]",-200,0.7113381
239,"(45468, 45468)",3,"[136442, 136442]",-128,0.5523994000000001
240,"(45523, 45525)",9,"[136607, 136613]",37,0.9079259
241,"(45571, 45571)",3,"[136751, 136751]",181,0.5813236999999999
242,"(45833, 45833)",3,"[137537, 137537]",967,0.5208921
243,"(45907, 45908)",6,"[137759, 137762]",-871,0.7870531999999999
244,"(46510, 46510)",3,"[139568, 139568]",733,0.70498246
245,"(46732, 46732)",3,"[140234, 140234]",1399,0.6327834
246,"(47119, 47120)",6,"[141395, 141398]",-569,0.94166416
247,"(47317, 47319)",9,"[141989, 141995]",-4,0.9582287
248,"(47598, 47598)",3,"[142832, 142832]",824,0.86065024
249,"(47641, 47641)",3,"[142961, 142961]",-744,0.561334
250,"(47754, 47755)",6,"[143300, 143303]",-402,0.8797560999999999
251,"(47871, 47874)",12,"[143651, 143660]",-45,0.75638044
252,"(48070, 48070)",3,"[144248, 144248]",-224,0.75596106
253,"(48072, 48072)",3,"[144254, 144254]",-218,0.5868334
254,"(48118, 48118)",3,"[144392, 144392]",-80,0.6040772
255,"(48151, 48153)",9,"[144491, 144497]",19,0.90117806
256,"(48343, 48343)",3,"[145067, 145067]",50,0.7929491999999999
257,"(48727, 48727)",3,"[146219, 146219]",-91,0.8957056999999999
258,"(48910, 48910)",3,"[146768, 146768]",454,0.75996697
259,"(48985, 48985)",3,"[146993, 146993]",679,0.5410036
260,"(49220, 49220)",3,"[147698, 147698]",-172,0.86577916
261,"(49245, 49245)",3,"[147773, 147773]",-97,0.52188945
262,"(49835, 49837)",9,"[149543, 149549]",-166,0.9215238000000001
263,"(49845, 49845)",3,"[149573, 149573]",-142,0.8751556999999999
264,"(49940, 49940)",3,"[149858, 149858]",143,0.8498726000000001
265,"(50023, 50023)",3,"[150107, 150107]",392,0.8947421999999998
