,index_range,frame_len,nt_ref,dist_CDS,prediction
0,"(84, 87)",12,"[290, 299]",35,0.9983876
1,"(132, 132)",3,"[434, 434]",179,0.7716601
2,"(134, 134)",3,"[440, 440]",185,0.558495
3,"(339, 340)",6,"[1055, 1058]",800,0.8948146
4,"(708, 708)",3,"[2162, 2162]",-637,0.61839384
5,"(710, 710)",3,"[2168, 2168]",-631,0.8387309000000001
6,"(734, 737)",12,"[2240, 2249]",-550,0.98112535
7,"(770, 771)",6,"[2348, 2351]",-448,0.94823134
8,"(989, 989)",3,"[3005, 3005]",206,0.6425284000000001
9,"(1085, 1086)",6,"[3293, 3296]",-437,0.8914039
10,"(1211, 1213)",9,"[3671, 3677]",-56,0.9590696
11,"(1223, 1223)",3,"[3707, 3707]",-26,0.5331481
12,"(1288, 1288)",3,"[3902, 3902]",169,0.8490809000000001
13,"(1290, 1290)",3,"[3908, 3908]",175,0.8386725
14,"(1666, 1670)",15,"[5036, 5048]",16,0.8762633
15,"(1675, 1675)",3,"[5063, 5063]",43,0.9312253
16,"(1846, 1847)",6,"[5576, 5579]",-22,0.7839567
17,"(1872, 1872)",3,"[5654, 5654]",17,0.50281364
18,"(1895, 1895)",3,"[5723, 5723]",40,0.5901988
19,"(1932, 1932)",3,"[5834, 5834]",151,0.62983245
20,"(2006, 2006)",3,"[6056, 6056]",373,0.68523014
21,"(2474, 2475)",6,"[7460, 7463]",931,0.9608968000000001
22,"(2587, 2589)",9,"[7799, 7805]",1270,0.94361943
23,"(2629, 2630)",6,"[7925, 7928]",-1263,0.5288791
24,"(2931, 2935)",15,"[8831, 8843]",-348,0.99619627
25,"(3060, 3061)",6,"[9218, 9221]",27,0.7750166
26,"(3194, 3194)",3,"[9620, 9620]",-273,0.5197493
27,"(3291, 3291)",3,"[9911, 9911]",-17,0.88505846
28,"(3368, 3368)",3,"[10142, 10142]",214,0.77579933
29,"(3420, 3424)",15,"[10298, 10310]",-333,0.9872764999999999
30,"(3517, 3518)",6,"[10589, 10592]",-51,0.73401767
31,"(3635, 3635)",3,"[10943, 10943]",300,0.88688475
32,"(3732, 3736)",15,"[11234, 11246]",-69,0.9601354999999999
33,"(3769, 3772)",12,"[11345, 11354]",-28,0.95712936
34,"(3822, 3824)",9,"[11504, 11510]",122,0.93415755
35,"(3839, 3840)",6,"[11555, 11558]",173,0.77189606
36,"(3938, 3938)",3,"[11852, 11852]",470,0.5117904000000001
37,"(3940, 3945)",18,"[11858, 11873]",476,0.99218094
38,"(3957, 3957)",3,"[11909, 11909]",527,0.7005026999999999
39,"(3993, 3994)",6,"[12017, 12020]",635,0.89618194
40,"(4021, 4021)",3,"[12101, 12101]",719,0.64956474
41,"(4171, 4171)",3,"[12551, 12551]",1169,0.9116943999999999
42,"(4217, 4217)",3,"[12689, 12689]",1307,0.8520993
43,"(4414, 4414)",3,"[13280, 13280]",-799,0.5360855999999999
44,"(4542, 4542)",3,"[13664, 13664]",-415,0.64421123
45,"(4544, 4544)",3,"[13670, 13670]",-409,0.800281
46,"(4653, 4653)",3,"[13997, 13997]",-82,0.6004039000000001
47,"(4697, 4697)",3,"[14129, 14129]",50,0.5606633000000001
48,"(5026, 5026)",3,"[15116, 15116]",-182,0.755841
49,"(5376, 5378)",9,"[16166, 16172]",-385,0.969283
50,"(5415, 5415)",3,"[16283, 16283]",-274,0.51158804
51,"(5519, 5519)",3,"[16595, 16595]",38,0.67079127
52,"(5614, 5616)",9,"[16880, 16886]",-120,0.91404843
53,"(5669, 5669)",3,"[17045, 17045]",39,0.50367594
54,"(5674, 5675)",6,"[17060, 17063]",54,0.64633465
55,"(5693, 5693)",3,"[17117, 17117]",111,0.600184
56,"(5695, 5696)",6,"[17123, 17126]",117,0.97782785
57,"(5719, 5719)",3,"[17195, 17195]",189,0.81596655
58,"(5775, 5775)",3,"[17363, 17363]",357,0.5119835
59,"(5826, 5826)",3,"[17516, 17516]",510,0.67222464
60,"(5829, 5829)",3,"[17525, 17525]",519,0.7233022
61,"(5864, 5865)",6,"[17630, 17633]",624,0.6995805
62,"(5884, 5886)",9,"[17690, 17696]",684,0.99006265
63,"(6020, 6023)",12,"[18098, 18107]",-548,0.8967975
64,"(6178, 6179)",6,"[18572, 18575]",-80,0.75004375
65,"(6214, 6214)",3,"[18680, 18680]",25,0.91215867
66,"(6216, 6216)",3,"[18686, 18686]",31,0.6727446
67,"(6251, 6253)",9,"[18791, 18797]",136,0.9692616
68,"(6344, 6344)",3,"[19070, 19070]",415,0.5578221999999999
69,"(6449, 6450)",6,"[19385, 19388]",-232,0.82621
70,"(6545, 6545)",3,"[19673, 19673]",53,0.5761704000000001
71,"(6548, 6548)",3,"[19682, 19682]",62,0.73713577
72,"(6576, 6577)",6,"[19766, 19769]",-27,0.82309306
73,"(6588, 6593)",18,"[19802, 19817]",0,0.9628769
74,"(6733, 6733)",3,"[20237, 20237]",4,0.94370204
75,"(6841, 6842)",6,"[20561, 20564]",-251,0.7014104999999999
76,"(6884, 6886)",9,"[20690, 20696]",-119,0.8047265
77,"(6938, 6938)",3,"[20852, 20852]",37,0.8317378000000001
78,"(6940, 6941)",6,"[20858, 20861]",43,0.9305391
79,"(6956, 6957)",6,"[20906, 20909]",91,0.8046778
80,"(6991, 6991)",3,"[21011, 21011]",196,0.6260079000000001
81,"(7029, 7033)",15,"[21125, 21137]",-262,0.9560146
82,"(7139, 7140)",6,"[21455, 21458]",56,0.68360084
83,"(7171, 7171)",3,"[21551, 21551]",152,0.86242086
84,"(7424, 7424)",3,"[22310, 22310]",-38,0.7346153
85,"(7505, 7505)",3,"[22553, 22553]",205,0.7880988
86,"(8015, 8015)",3,"[24083, 24083]",-1124,0.5334857
87,"(8241, 8241)",3,"[24761, 24761]",-446,0.5518311
88,"(8303, 8303)",3,"[24947, 24947]",-260,0.52010727
89,"(8428, 8428)",3,"[25322, 25322]",115,0.50849104
90,"(8559, 8562)",12,"[25715, 25724]",14,0.9556428
91,"(8634, 8634)",3,"[25940, 25940]",177,0.52435416
92,"(8660, 8660)",3,"[26018, 26018]",255,0.5553271
93,"(8725, 8727)",9,"[26213, 26219]",-56,0.6908578000000001
94,"(8753, 8753)",3,"[26297, 26297]",22,0.5199904000000001
95,"(8798, 8798)",3,"[26432, 26432]",157,0.77613556
96,"(9015, 9015)",3,"[27083, 27083]",-144,0.5625015999999999
