,index_range,frame_len,nt_ref,dist_CDS,prediction
0,"(84, 87)",12,"[290, 299]",35,0.9948931999999999
1,"(340, 340)",3,"[1058, 1058]",803,0.52985835
2,"(735, 736)",6,"[2243, 2246]",-553,0.85912544
3,"(770, 770)",3,"[2348, 2348]",-451,0.7732357
4,"(1199, 1199)",3,"[3635, 3635]",-98,0.52720743
5,"(1211, 1212)",6,"[3671, 3674]",-59,0.74983376
6,"(1258, 1258)",3,"[3812, 3812]",79,0.5587414
7,"(1288, 1288)",3,"[3902, 3902]",169,0.5033469
8,"(1290, 1290)",3,"[3908, 3908]",175,0.6370805
9,"(1452, 1452)",3,"[4394, 4394]",-626,0.52795655
10,"(1635, 1635)",3,"[4943, 4943]",-77,0.64383096
11,"(1649, 1649)",3,"[4985, 4985]",-35,0.63255465
12,"(1668, 1669)",6,"[5042, 5045]",22,0.8129874
13,"(1674, 1674)",3,"[5060, 5060]",40,0.7832136
14,"(1846, 1846)",3,"[5576, 5576]",-25,0.5582106
15,"(1927, 1928)",6,"[5819, 5822]",136,0.8932306999999999
16,"(2474, 2476)",9,"[7460, 7466]",931,0.8746044
17,"(2587, 2589)",9,"[7799, 7805]",1270,0.8862048
18,"(2932, 2935)",12,"[8834, 8843]",-348,0.98016775
19,"(3032, 3032)",3,"[9134, 9134]",-57,0.5959114000000001
20,"(3421, 3423)",9,"[10301, 10307]",-336,0.8932447
21,"(3519, 3519)",3,"[10595, 10595]",-48,0.54390347
22,"(3733, 3736)",12,"[11237, 11246]",-69,0.83510035
23,"(3770, 3770)",3,"[11348, 11348]",33,0.58292073
24,"(3822, 3824)",9,"[11504, 11510]",122,0.8546355999999999
25,"(3839, 3839)",3,"[11555, 11555]",173,0.5711396
26,"(3858, 3858)",3,"[11612, 11612]",230,0.5805906999999999
27,"(3874, 3874)",3,"[11660, 11660]",278,0.670462
28,"(3940, 3944)",15,"[11858, 11870]",476,0.9825135
29,"(3956, 3957)",6,"[11906, 11909]",524,0.66844976
30,"(4216, 4217)",6,"[12686, 12689]",1304,0.6374342
31,"(4235, 4236)",6,"[12743, 12746]",-1333,0.7801479
32,"(4418, 4418)",3,"[13292, 13292]",-787,0.50969166
33,"(4542, 4542)",3,"[13664, 13664]",-415,0.84036136
34,"(4652, 4653)",6,"[13994, 13997]",-82,0.63939446
35,"(4871, 4871)",3,"[14651, 14651]",572,0.5476946999999999
36,"(5026, 5026)",3,"[15116, 15116]",-182,0.5141189
37,"(5070, 5071)",6,"[15248, 15251]",-47,0.7808917
38,"(5377, 5379)",9,"[16169, 16175]",-382,0.8377
39,"(5416, 5417)",6,"[16286, 16289]",-268,0.641051
40,"(5471, 5472)",6,"[16451, 16454]",-103,0.5978248
41,"(5615, 5615)",3,"[16883, 16883]",-123,0.5316319
42,"(5671, 5671)",3,"[17051, 17051]",45,0.55299807
43,"(5675, 5675)",3,"[17063, 17063]",57,0.5403173000000001
44,"(5692, 5697)",18,"[17114, 17129]",108,0.96106225
45,"(5718, 5718)",3,"[17192, 17192]",186,0.6811432
46,"(5735, 5736)",6,"[17243, 17246]",237,0.7873222
47,"(5829, 5829)",3,"[17525, 17525]",519,0.64388794
48,"(5864, 5864)",3,"[17630, 17630]",624,0.6087821
49,"(5883, 5886)",12,"[17687, 17696]",681,0.9235893000000001
50,"(6045, 6049)",15,"[18173, 18185]",-470,0.87311846
51,"(6149, 6152)",12,"[18485, 18494]",-161,0.8907536
52,"(6181, 6182)",6,"[18581, 18584]",-71,0.5439063000000001
53,"(6214, 6215)",6,"[18680, 18683]",25,0.7720893
54,"(6251, 6253)",9,"[18791, 18797]",136,0.92646146
