,index_range,frame_len,nt_ref,dist_CDS,prediction
0,"(12, 14)",9,"[74, 80]",-175,0.77227324
1,"(84, 87)",12,"[290, 299]",35,0.9999998999999999
2,"(113, 113)",3,"[377, 377]",122,0.56493044
3,"(131, 134)",12,"[431, 440]",176,0.99939215
4,"(182, 182)",3,"[584, 584]",329,0.9488665999999999
5,"(206, 206)",3,"[656, 656]",401,0.751464
6,"(260, 260)",3,"[818, 818]",563,0.6873937
7,"(310, 310)",3,"[968, 968]",713,0.5281279000000001
8,"(338, 340)",9,"[1052, 1058]",797,0.90229976
9,"(354, 354)",3,"[1100, 1100]",845,0.6638642
10,"(394, 394)",3,"[1220, 1220]",965,0.70160234
11,"(444, 444)",3,"[1370, 1370]",1115,0.92011595
12,"(448, 448)",3,"[1382, 1382]",1127,0.5013046
13,"(565, 565)",3,"[1733, 1733]",-1066,0.87882566
14,"(669, 669)",3,"[2045, 2045]",-754,0.68930453
15,"(708, 708)",3,"[2162, 2162]",-637,0.9216999
16,"(735, 736)",6,"[2243, 2246]",-553,0.99804235
17,"(757, 757)",3,"[2309, 2309]",-490,0.9374695
18,"(769, 770)",6,"[2345, 2348]",-451,0.98558784
19,"(790, 790)",3,"[2408, 2408]",-391,0.5138185000000001
20,"(806, 806)",3,"[2456, 2456]",-343,0.9065844000000001
21,"(808, 808)",3,"[2462, 2462]",-337,0.7622174
22,"(833, 833)",3,"[2537, 2537]",-262,0.508215
23,"(876, 876)",3,"[2666, 2666]",-133,0.8332511
24,"(914, 914)",3,"[2780, 2780]",-19,0.7289503
25,"(933, 933)",3,"[2837, 2837]",38,0.6910706
26,"(1066, 1066)",3,"[3236, 3236]",437,0.5271894
27,"(1068, 1068)",3,"[3242, 3242]",443,0.7487657
28,"(1086, 1086)",3,"[3296, 3296]",-437,0.50355786
29,"(1127, 1127)",3,"[3419, 3419]",-314,0.72466844
30,"(1180, 1180)",3,"[3578, 3578]",-155,0.5961297
31,"(1199, 1200)",6,"[3635, 3638]",-95,0.83874834
32,"(1211, 1212)",6,"[3671, 3674]",-59,0.98598427
