,index_range,frame_len,nt_ref,dist_CDS,prediction
0,"(84, 86)",9,"[290, 296]",35,0.98776346
1,"(134, 134)",3,"[440, 440]",185,0.5264156
2,"(145, 145)",3,"[473, 473]",218,0.94441396
3,"(636, 636)",3,"[1946, 1946]",-853,0.7034434
4,"(697, 697)",3,"[2129, 2129]",-670,0.7251221999999999
5,"(1066, 1067)",6,"[3236, 3239]",437,0.7633314999999999
6,"(1086, 1086)",3,"[3296, 3296]",-437,0.78627187
7,"(1115, 1115)",3,"[3383, 3383]",-350,0.62766856
8,"(1199, 1199)",3,"[3635, 3635]",-98,0.8984221
9,"(1210, 1212)",9,"[3668, 3674]",-59,0.94831705
10,"(1290, 1290)",3,"[3908, 3908]",175,0.75329334
11,"(1369, 1369)",3,"[4145, 4145]",412,0.5363781
12,"(1673, 1675)",9,"[5057, 5063]",37,0.9726228000000001
13,"(2006, 2006)",3,"[6056, 6056]",373,0.9454094999999999
14,"(2588, 2588)",3,"[7802, 7802]",1273,0.53882325
15,"(2630, 2630)",3,"[7928, 7928]",-1263,0.62794584
16,"(2641, 2641)",3,"[7961, 7961]",-1230,0.76244205
17,"(2675, 2675)",3,"[8063, 8063]",-1128,0.72449726
18,"(2898, 2899)",6,"[8732, 8735]",-456,0.9629677
19,"(2932, 2934)",9,"[8834, 8840]",-351,0.9121267
20,"(3032, 3032)",3,"[9134, 9134]",-57,0.9104279000000001
21,"(3058, 3058)",3,"[9212, 9212]",21,0.6077991999999999
22,"(3084, 3084)",3,"[9290, 9290]",99,0.83085656
23,"(3290, 3291)",6,"[9908, 9911]",15,0.9353693000000001
24,"(3422, 3422)",3,"[10304, 10304]",-339,0.9014030000000001
25,"(3504, 3504)",3,"[10550, 10550]",-93,0.68553525
26,"(3529, 3529)",3,"[10625, 10625]",-18,0.56678176
27,"(3609, 3609)",3,"[10865, 10865]",222,0.664794
28,"(3749, 3749)",3,"[11285, 11285]",-30,0.77380955
29,"(3915, 3915)",3,"[11783, 11783]",401,0.5080182
30,"(3920, 3920)",3,"[11798, 11798]",416,0.8578976999999999
31,"(3928, 3928)",3,"[11822, 11822]",440,0.5889439999999999
32,"(3941, 3943)",9,"[11861, 11867]",479,0.9734360999999999
