start,stop,center,length,max_score
9902.0,9911.0,9907.0,10.0,0.99728346
10121.0,10121.0,10121.0,1.0,0.7244326
10127.0,10127.0,10127.0,1.0,0.625999
10139.0,10139.0,10139.0,1.0,0.63520986
10409.0,10409.0,10409.0,1.0,0.51259345
10415.0,10415.0,10415.0,1.0,0.7031725
10514.0,10517.0,10516.0,4.0,0.85614926
16160.0,16169.0,16165.0,10.0,0.99783856
16229.0,16232.0,16231.0,4.0,0.83196646
16238.0,16238.0,16238.0,1.0,0.93183637
16445.0,16445.0,16445.0,1.0,0.5881559
16589.0,16595.0,16592.0,7.0,0.8888693
16787.0,16790.0,16789.0,4.0,0.83528394
17120.0,17120.0,17120.0,1.0,0.79201454
20771.0,20789.0,20780.0,19.0,0.9946636
20996.0,20996.0,20996.0,1.0,0.74917597
21125.0,21125.0,21125.0,1.0,0.7442827
21131.0,21131.0,21131.0,1.0,0.60587656
21272.0,21272.0,21272.0,1.0,0.6476335
50333.0,50333.0,50333.0,1.0,0.6995394
50678.0,50678.0,50678.0,1.0,0.5346298
50789.0,50792.0,50791.0,4.0,0.79787666
51533.0,51536.0,51535.0,4.0,0.8911815
52874.0,52877.0,52876.0,4.0,0.8043747
54731.0,54731.0,54731.0,1.0,0.7416464
54761.0,54764.0,54763.0,4.0,0.7117045
56186.0,56195.0,56191.0,10.0,0.84563166
56264.0,56270.0,56267.0,7.0,0.8318804
56438.0,56447.0,56443.0,10.0,0.81666905
56459.0,56459.0,56459.0,1.0,0.5723224
56498.0,56498.0,56498.0,1.0,0.71268487
57092.0,57092.0,57092.0,1.0,0.53746116
59621.0,59630.0,59626.0,10.0,0.9902137
59690.0,59693.0,59692.0,4.0,0.69770837
59702.0,59702.0,59702.0,1.0,0.8159726
60311.0,60314.0,60313.0,4.0,0.92650247
61496.0,61496.0,61496.0,1.0,0.59318155
62522.0,62522.0,62522.0,1.0,0.5203513
62591.0,62591.0,62591.0,1.0,0.5623572
62753.0,62753.0,62753.0,1.0,0.58267593
62972.0,62975.0,62974.0,4.0,0.8750257
63185.0,63185.0,63185.0,1.0,0.92938286
63191.0,63191.0,63191.0,1.0,0.5045939
63266.0,63266.0,63266.0,1.0,0.57919616
63314.0,63317.0,63316.0,4.0,0.591723
63443.0,63443.0,63443.0,1.0,0.58676314
63494.0,63494.0,63494.0,1.0,0.5016524
63503.0,63503.0,63503.0,1.0,0.50622374
67202.0,67205.0,67204.0,4.0,0.71331763
67358.0,67358.0,67358.0,1.0,0.8702627
78728.0,78728.0,78728.0,1.0,0.581678
78827.0,78827.0,78827.0,1.0,0.5308998
78872.0,78872.0,78872.0,1.0,0.5976418
78938.0,78938.0,78938.0,1.0,0.5131661
78980.0,78980.0,78980.0,1.0,0.86655223
79247.0,79247.0,79247.0,1.0,0.709945
79316.0,79319.0,79318.0,4.0,0.5382795
83582.0,83594.0,83588.0,13.0,0.9996069
83720.0,83720.0,83720.0,1.0,0.62410915
83792.0,83804.0,83798.0,13.0,0.977818
111347.0,111350.0,111349.0,4.0,0.84759945
111356.0,111359.0,111358.0,4.0,0.81529486
111698.0,111698.0,111698.0,1.0,0.54149
112094.0,112094.0,112094.0,1.0,0.53368217
112211.0,112211.0,112211.0,1.0,0.6085017
112277.0,112277.0,112277.0,1.0,0.6498502
112487.0,112493.0,112490.0,7.0,0.8480521
112538.0,112547.0,112543.0,10.0,0.9750275
112592.0,112592.0,112592.0,1.0,0.9697389
112892.0,112895.0,112894.0,4.0,0.9478833
112901.0,112901.0,112901.0,1.0,0.6967574
113303.0,113303.0,113303.0,1.0,0.6155415
113348.0,113363.0,113356.0,16.0,0.9962573
117629.0,117635.0,117632.0,7.0,0.9952166
118127.0,118127.0,118127.0,1.0,0.64990497
118454.0,118454.0,118454.0,1.0,0.56898224
118691.0,118691.0,118691.0,1.0,0.67554736
118757.0,118760.0,118759.0,4.0,0.5572647
118820.0,118823.0,118822.0,4.0,0.6778029
120080.0,120083.0,120082.0,4.0,0.9632356
120155.0,120158.0,120157.0,4.0,0.7499413
120242.0,120242.0,120242.0,1.0,0.5004635
120368.0,120371.0,120370.0,4.0,0.9265643
120479.0,120479.0,120479.0,1.0,0.69900227
120824.0,120830.0,120827.0,7.0,0.93505037
120950.0,120950.0,120950.0,1.0,0.62433267
121160.0,121160.0,121160.0,1.0,0.820198
121673.0,121673.0,121673.0,1.0,0.62048066
121703.0,121703.0,121703.0,1.0,0.6061526
121757.0,121763.0,121760.0,7.0,0.91532236
121832.0,121850.0,121841.0,19.0,0.9919762
121895.0,121895.0,121895.0,1.0,0.5734252
121997.0,122000.0,121999.0,4.0,0.7300311
134681.0,134687.0,134684.0,7.0,0.7899192
134768.0,134774.0,134771.0,7.0,0.890035
135275.0,135275.0,135275.0,1.0,0.8497449
135488.0,135488.0,135488.0,1.0,0.554126
135494.0,135494.0,135494.0,1.0,0.5078272
135536.0,135542.0,135539.0,7.0,0.9771469
135548.0,135548.0,135548.0,1.0,0.727923
135656.0,135659.0,135658.0,4.0,0.7965624
135821.0,135827.0,135824.0,7.0,0.6420158
135890.0,135890.0,135890.0,1.0,0.84613854
136289.0,136289.0,136289.0,1.0,0.7040077
136364.0,136364.0,136364.0,1.0,0.9487077
136526.0,136526.0,136526.0,1.0,0.60568285
136745.0,136754.0,136750.0,10.0,0.9108165
136811.0,136817.0,136814.0,7.0,0.99178445
136958.0,136967.0,136963.0,10.0,0.9691093
137081.0,137087.0,137084.0,7.0,0.9866702
138644.0,138650.0,138647.0,7.0,0.70517534
139394.0,139400.0,139397.0,7.0,0.7639307
139406.0,139406.0,139406.0,1.0,0.54875106
139496.0,139496.0,139496.0,1.0,0.78052914
139748.0,139748.0,139748.0,1.0,0.77805305
140099.0,140099.0,140099.0,1.0,0.9781964
140138.0,140144.0,140141.0,7.0,0.93063945
140429.0,140435.0,140432.0,7.0,0.880449
140558.0,140558.0,140558.0,1.0,0.8757137
140996.0,140996.0,140996.0,1.0,0.650701
141236.0,141236.0,141236.0,1.0,0.84038574
141389.0,141392.0,141391.0,4.0,0.8238684
142502.0,142502.0,142502.0,1.0,0.8579512
142604.0,142604.0,142604.0,1.0,0.81375444
142820.0,142835.0,142828.0,16.0,0.9918779
146216.0,146222.0,146219.0,7.0,0.94814956
146333.0,146333.0,146333.0,1.0,0.6939715
146468.0,146468.0,146468.0,1.0,0.5052132
146510.0,146510.0,146510.0,1.0,0.519639
146546.0,146546.0,146546.0,1.0,0.53699315
147767.0,147767.0,147767.0,1.0,0.5300842
147917.0,147926.0,147922.0,10.0,0.93281746
148646.0,148649.0,148648.0,4.0,0.89561903
149540.0,149543.0,149542.0,4.0,0.61413294
160040.0,160040.0,160040.0,1.0,0.52008164
160103.0,160115.0,160109.0,13.0,0.991757
160493.0,160493.0,160493.0,1.0,0.6026107
