,index_range,frame_len,nt_ref,dist_CDS,prediction
0,"(8, 8)",3,"[62, 62]",-193,0.9715225000000001
1,"(64, 66)",9,"[230, 236]",-19,0.9930641
2,"(82, 85)",12,"[284, 293]",29,0.99666226
3,"(133, 134)",6,"[437, 440]",182,0.9177857
4,"(144, 146)",9,"[470, 476]",215,0.9944575000000001
5,"(203, 203)",3,"[647, 647]",392,0.94321096
6,"(386, 386)",3,"[1196, 1196]",941,0.50970095
7,"(695, 695)",3,"[2123, 2123]",-676,0.8290325000000001
8,"(831, 831)",3,"[2531, 2531]",-268,0.7821655
9,"(875, 876)",6,"[2663, 2666]",-133,0.99368864
10,"(1012, 1012)",3,"[3074, 3074]",275,0.73405224
11,"(1156, 1156)",3,"[3506, 3506]",-227,0.7333758
12,"(1289, 1289)",3,"[3905, 3905]",172,0.8862711999999999
13,"(1398, 1398)",3,"[4232, 4232]",499,0.6048544
14,"(1581, 1581)",3,"[4781, 4781]",-239,0.5330639
15,"(1647, 1647)",3,"[4979, 4979]",-41,0.71390575
16,"(1671, 1671)",3,"[5051, 5051]",31,0.98416626
17,"(1673, 1673)",3,"[5057, 5057]",37,0.84397775
18,"(1681, 1681)",3,"[5081, 5081]",61,0.51218194
19,"(1683, 1683)",3,"[5087, 5087]",67,0.66820943
20,"(1737, 1737)",3,"[5249, 5249]",229,0.80542564
21,"(1835, 1835)",3,"[5543, 5543]",13,0.9872434999999999
22,"(1837, 1837)",3,"[5549, 5549]",19,0.7646191
23,"(1910, 1910)",3,"[5768, 5768]",85,0.5799848000000001
24,"(1912, 1912)",3,"[5774, 5774]",91,0.53515685
25,"(2004, 2004)",3,"[6050, 6050]",367,0.9521234000000001
26,"(2064, 2064)",3,"[6230, 6230]",-299,0.9236315999999999
27,"(2473, 2473)",3,"[7457, 7457]",928,0.53041714
28,"(2496, 2496)",3,"[7526, 7526]",997,0.70049655
29,"(2638, 2641)",12,"[7952, 7961]",-1230,0.9821728999999999
30,"(2738, 2738)",3,"[8252, 8252]",-939,0.71326506
31,"(2744, 2744)",3,"[8270, 8270]",-921,0.7364477
32,"(2777, 2778)",6,"[8369, 8372]",-819,0.89621246
33,"(3046, 3046)",3,"[9176, 9176]",-15,0.7867625
34,"(3288, 3291)",12,"[9902, 9911]",9,0.9965431999999999
35,"(3365, 3365)",3,"[10133, 10133]",205,0.82480156
36,"(3383, 3383)",3,"[10187, 10187]",259,0.9925377000000001
37,"(3492, 3493)",6,"[10514, 10517]",-126,0.58843136
38,"(3502, 3502)",3,"[10544, 10544]",-99,0.9672011
39,"(3528, 3529)",6,"[10622, 10625]",-18,0.98508215
