,index_range,frame_len,nt_ref,dist_CDS,prediction
0,"(8, 9)",6,"[62, 65]",-190,0.6854773000000001
1,"(81, 85)",15,"[281, 293]",26,0.9510472
2,"(204, 205)",6,"[650, 653]",395,0.6840338
3,"(387, 388)",6,"[1199, 1202]",944,0.63151443
4,"(596, 597)",6,"[1826, 1829]",-970,0.7228975000000001
5,"(681, 684)",12,"[2081, 2090]",-709,0.80860394
6,"(874, 878)",15,"[2660, 2672]",-127,0.7767129
7,"(1081, 1084)",12,"[3281, 3290]",-443,0.84297585
8,"(1197, 1198)",6,"[3629, 3632]",-101,0.52642
9,"(1402, 1402)",3,"[4244, 4244]",511,0.6024896
10,"(1580, 1580)",3,"[4778, 4778]",-242,0.5798572
11,"(1689, 1690)",6,"[5105, 5108]",85,0.6471316999999999
12,"(1694, 1695)",6,"[5120, 5123]",100,0.69790995
13,"(1712, 1712)",3,"[5174, 5174]",154,0.5284799
14,"(1737, 1738)",6,"[5249, 5252]",229,0.69304097
15,"(1906, 1906)",3,"[5756, 5756]",73,0.55893713
16,"(1926, 1927)",6,"[5816, 5819]",133,0.6853508
17,"(2141, 2142)",6,"[6461, 6464]",-65,0.71906596
18,"(2157, 2158)",6,"[6509, 6512]",-17,0.5926999
19,"(2408, 2410)",9,"[7262, 7268]",733,0.79769486
20,"(2471, 2474)",12,"[7451, 7460]",922,0.9197042
21,"(2551, 2551)",3,"[7691, 7691]",1162,0.5227510000000001
22,"(2586, 2587)",6,"[7796, 7799]",1267,0.71302235
23,"(2617, 2617)",3,"[7889, 7889]",-1302,0.6558001
24,"(2639, 2641)",9,"[7955, 7961]",-1230,0.81177723
25,"(2850, 2850)",3,"[8588, 8588]",-603,0.55847806
26,"(2884, 2886)",9,"[8690, 8696]",-495,0.7992808000000001
27,"(2929, 2932)",12,"[8825, 8834]",-357,0.86863303
28,"(3043, 3047)",15,"[9167, 9179]",-12,0.8097445
29,"(3090, 3090)",3,"[9308, 9308]",117,0.5034857
30,"(3288, 3291)",12,"[9902, 9911]",9,0.9032879999999999
31,"(3361, 3362)",6,"[10121, 10124]",193,0.6896578
32,"(3764, 3764)",3,"[11330, 11330]",15,0.5865182
33,"(3872, 3872)",3,"[11654, 11654]",272,0.6056819
34,"(3939, 3942)",12,"[11855, 11864]",473,0.8395181
35,"(3987, 3989)",9,"[11999, 12005]",617,0.76697654
36,"(4016, 4017)",6,"[12086, 12089]",704,0.6903844
37,"(4154, 4154)",3,"[12500, 12500]",1118,0.5143369000000001
38,"(4167, 4171)",15,"[12539, 12551]",1157,0.9293882
39,"(4199, 4200)",6,"[12635, 12638]",1253,0.69816846
40,"(4214, 4216)",9,"[12680, 12686]",1298,0.64559674
41,"(4314, 4314)",3,"[12980, 12980]",-1099,0.5830974
42,"(4460, 4461)",6,"[13418, 13421]",-658,0.7581915
43,"(4536, 4536)",3,"[13646, 13646]",-433,0.59640837
44,"(4541, 4542)",6,"[13661, 13664]",-415,0.6063803000000001
45,"(4665, 4666)",6,"[14033, 14036]",-43,0.63719106
46,"(4681, 4683)",9,"[14081, 14087]",2,0.89984965
47,"(4713, 4713)",3,"[14177, 14177]",98,0.5523639
48,"(4868, 4869)",6,"[14642, 14645]",563,0.61592907
49,"(5374, 5377)",12,"[16160, 16169]",-388,0.9338583
50,"(5516, 5518)",9,"[16586, 16592]",29,0.76910305
51,"(5583, 5584)",6,"[16787, 16790]",36,0.7278468000000001
52,"(5693, 5694)",6,"[17117, 17120]",111,0.79173183
53,"(5773, 5773)",3,"[17357, 17357]",351,0.63730323
54,"(5789, 5789)",3,"[17405, 17405]",399,0.52187616
55,"(5818, 5822)",15,"[17492, 17504]",486,0.88607615
56,"(5877, 5878)",6,"[17669, 17672]",663,0.77150625
57,"(6248, 6249)",6,"[18782, 18785]",127,0.6380704
58,"(6284, 6284)",3,"[18890, 18890]",235,0.57645077
59,"(6408, 6408)",3,"[19262, 19262]",-358,0.62967145
60,"(6410, 6411)",6,"[19268, 19271]",-349,0.6490583000000001
61,"(6909, 6914)",18,"[20765, 20780]",-35,0.8908449
62,"(6988, 6988)",3,"[21002, 21002]",187,0.62563986
63,"(7047, 7047)",3,"[21179, 21179]",-220,0.6276921999999999
64,"(7168, 7168)",3,"[21542, 21542]",143,0.60376185
65,"(7405, 7407)",9,"[22253, 22259]",-89,0.67966956
66,"(7448, 7449)",6,"[22382, 22385]",34,0.5821002
67,"(7501, 7504)",12,"[22541, 22550]",193,0.8983453000000001
68,"(7658, 7659)",6,"[23012, 23015]",664,0.57365364
69,"(7935, 7935)",3,"[23843, 23843]",-1364,0.66130286
70,"(8073, 8073)",3,"[24257, 24257]",-950,0.50222504
71,"(8555, 8560)",18,"[25703, 25718]",2,0.9268857
72,"(8596, 8596)",3,"[25826, 25826]",63,0.6985661
73,"(8631, 8632)",6,"[25931, 25934]",168,0.6656936999999999
74,"(8660, 8660)",3,"[26018, 26018]",255,0.5082139
75,"(8833, 8833)",3,"[26537, 26537]",262,0.6774302
76,"(8908, 8908)",3,"[26762, 26762]",-465,0.5395797
77,"(9075, 9075)",3,"[27263, 27263]",36,0.56151253
78,"(9132, 9134)",9,"[27434, 27440]",207,0.7052835999999999
79,"(9183, 9184)",6,"[27587, 27590]",360,0.76136434
80,"(9453, 9453)",3,"[28397, 28397]",190,0.60433227
81,"(9559, 9561)",9,"[28715, 28721]",-474,0.63046247
82,"(9740, 9740)",3,"[29258, 29258]",63,0.717474
83,"(9760, 9763)",12,"[29318, 29327]",123,0.78583175
84,"(9820, 9820)",3,"[29498, 29498]",303,0.5475705
85,"(9822, 9825)",12,"[29504, 29513]",309,0.9226357
86,"(9864, 9866)",9,"[29630, 29636]",435,0.8583915000000001
