,index_range,frame_len,nt_ref,dist_CDS,prediction
0,"(10, 10)",3,"[68, 68]",-187,0.9046417999999999
1,"(82, 85)",12,"[284, 293]",29,0.99974805
2,"(128, 128)",3,"[422, 422]",167,0.52179855
3,"(157, 157)",3,"[509, 509]",254,0.55083436
4,"(203, 203)",3,"[647, 647]",392,0.8990905999999999
5,"(257, 257)",3,"[809, 809]",554,0.7592846
6,"(388, 388)",3,"[1202, 1202]",947,0.6202856
7,"(548, 548)",3,"[1682, 1682]",-1117,0.6947518
8,"(681, 683)",9,"[2081, 2087]",-712,0.9900841999999999
9,"(873, 875)",9,"[2657, 2663]",-136,0.7765734999999999
10,"(1081, 1081)",3,"[3281, 3281]",-452,0.8681646999999999
11,"(1083, 1084)",6,"[3287, 3290]",-443,0.91681784
12,"(1200, 1200)",3,"[3638, 3638]",-95,0.6840774000000001
13,"(1261, 1261)",3,"[3821, 3821]",88,0.5031484
14,"(1305, 1305)",3,"[3953, 3953]",220,0.54343176
15,"(1437, 1438)",6,"[4349, 4352]",616,0.9836766
16,"(1580, 1581)",6,"[4778, 4781]",-239,0.8607701999999999
17,"(1633, 1633)",3,"[4937, 4937]",-83,0.68866074
18,"(1691, 1691)",3,"[5111, 5111]",91,0.56320745
19,"(1694, 1696)",9,"[5120, 5126]",100,0.9584738000000002
20,"(1818, 1818)",3,"[5492, 5492]",-38,0.51371515
21,"(1837, 1837)",3,"[5549, 5549]",19,0.70448923
22,"(1843, 1843)",3,"[5567, 5567]",-34,0.6029517
23,"(1845, 1845)",3,"[5573, 5573]",-28,0.6567991999999999
24,"(1906, 1906)",3,"[5756, 5756]",73,0.54124224
25,"(1926, 1927)",6,"[5816, 5819]",133,0.95621693
26,"(2064, 2065)",6,"[6230, 6233]",-296,0.6464685
27,"(2080, 2080)",3,"[6278, 6278]",-251,0.55230516
28,"(2141, 2141)",3,"[6461, 6461]",-68,0.7430958000000001
29,"(2174, 2174)",3,"[6560, 6560]",31,0.80281955
30,"(2407, 2410)",12,"[7259, 7268]",730,0.9901120000000001
31,"(2471, 2475)",15,"[7451, 7463]",922,0.99007434
32,"(2551, 2552)",6,"[7691, 7694]",1162,0.9522356
33,"(2567, 2567)",3,"[7739, 7739]",1210,0.6812663
34,"(2586, 2586)",3,"[7796, 7796]",1267,0.70247173
35,"(2617, 2617)",3,"[7889, 7889]",-1302,0.72314817
36,"(2639, 2641)",9,"[7955, 7961]",-1230,0.81206024
37,"(2852, 2852)",3,"[8594, 8594]",-597,0.52710176
38,"(2885, 2885)",3,"[8693, 8693]",-498,0.8392318999999999
39,"(2929, 2933)",15,"[8825, 8837]",-354,0.98253894
40,"(3046, 3046)",3,"[9176, 9176]",-15,0.7297784
41,"(3048, 3048)",3,"[9182, 9182]",-9,0.900755
42,"(3219, 3219)",3,"[9695, 9695]",-198,0.9260776
43,"(3288, 3291)",12,"[9902, 9911]",9,0.99930155
44,"(3362, 3362)",3,"[10124, 10124]",196,0.7629024999999999
45,"(3492, 3493)",6,"[10514, 10517]",-126,0.77234584
46,"(3516, 3516)",3,"[10586, 10586]",-57,0.9304004000000001
47,"(3763, 3764)",6,"[11327, 11330]",12,0.84878486
48,"(3938, 3940)",9,"[11852, 11858]",470,0.9688752
49,"(3992, 3992)",3,"[12014, 12014]",632,0.7342648
50,"(4016, 4018)",9,"[12086, 12092]",704,0.9686655000000001
51,"(4073, 4073)",3,"[12257, 12257]",875,0.5954613000000001
52,"(4152, 4152)",3,"[12494, 12494]",1112,0.57301396
53,"(4154, 4155)",6,"[12500, 12503]",1118,0.9232991
54,"(4167, 4172)",18,"[12539, 12554]",1157,0.9988174000000001
55,"(4198, 4199)",6,"[12632, 12635]",1250,0.78341746
56,"(4201, 4201)",3,"[12641, 12641]",1259,0.53716177
57,"(4214, 4215)",6,"[12680, 12683]",1298,0.9899698
58,"(4261, 4261)",3,"[12821, 12821]",-1258,0.57499236
59,"(4314, 4314)",3,"[12980, 12980]",-1099,0.7487953
60,"(4508, 4508)",3,"[13562, 13562]",-517,0.9234976
61,"(4537, 4537)",3,"[13649, 13649]",-430,0.8740048
62,"(4541, 4541)",3,"[13661, 13661]",-418,0.68899757
63,"(4663, 4663)",3,"[14027, 14027]",-52,0.6149195
64,"(4681, 4684)",12,"[14081, 14090]",2,0.9968677
65,"(4693, 4694)",6,"[14117, 14120]",38,0.87547433
66,"(4713, 4713)",3,"[14177, 14177]",98,0.5032424
67,"(4964, 4964)",3,"[14930, 14930]",-368,0.6653548
68,"(5006, 5006)",3,"[15056, 15056]",-242,0.7587795
69,"(5105, 5105)",3,"[15353, 15353]",55,0.97825456
70,"(5121, 5121)",3,"[15401, 15401]",103,0.5059414000000001
71,"(5258, 5258)",3,"[15812, 15812]",514,0.92982113
72,"(5374, 5377)",12,"[16160, 16169]",-388,0.99917716
73,"(5397, 5398)",6,"[16229, 16232]",-325,0.7973899999999999
