,index_range,frame_len,nt_ref,dist_CDS,prediction
0,"(7, 10)",12,"[59, 68]",-187,0.9756826
1,"(65, 67)",9,"[233, 239]",-16,0.9904649
2,"(82, 85)",12,"[284, 293]",29,1.0
3,"(129, 129)",3,"[425, 425]",170,0.6945285
4,"(131, 132)",6,"[431, 434]",176,0.9418986999999999
5,"(144, 145)",6,"[470, 473]",215,0.90975374
6,"(154, 154)",3,"[500, 500]",245,0.9083585
7,"(157, 158)",6,"[509, 512]",254,0.8520431
8,"(160, 160)",3,"[518, 518]",263,0.9524684000000001
9,"(181, 181)",3,"[581, 581]",326,0.55255014
10,"(204, 204)",3,"[650, 650]",395,0.5730111
11,"(257, 258)",6,"[809, 812]",554,0.7087190999999999
12,"(301, 302)",6,"[941, 944]",686,0.9736553
13,"(430, 430)",3,"[1328, 1328]",1073,0.89482224
14,"(548, 549)",6,"[1682, 1685]",-1114,0.9950700000000001
15,"(596, 599)",12,"[1826, 1835]",-964,0.9882798
16,"(631, 631)",3,"[1931, 1931]",-868,0.98920596
17,"(681, 682)",6,"[2081, 2084]",-715,0.9982054
18,"(685, 686)",6,"[2093, 2096]",-703,0.94361955
19,"(730, 730)",3,"[2228, 2228]",-571,0.6348715
20,"(757, 757)",3,"[2309, 2309]",-490,0.8538200999999999
21,"(806, 806)",3,"[2456, 2456]",-343,0.55342877
22,"(828, 828)",3,"[2522, 2522]",-277,0.6285883000000001
23,"(874, 875)",6,"[2660, 2663]",-136,0.96257585
24,"(878, 879)",6,"[2672, 2675]",-124,0.7339071999999999
25,"(1054, 1054)",3,"[3200, 3200]",401,0.80898863
26,"(1081, 1084)",12,"[3281, 3290]",-443,0.9210166
27,"(1178, 1178)",3,"[3572, 3572]",-161,0.5327609000000001
28,"(1197, 1198)",6,"[3629, 3632]",-101,0.96171147
29,"(1246, 1247)",6,"[3776, 3779]",43,0.7947984
30,"(1249, 1249)",3,"[3785, 3785]",52,0.56104183
31,"(1262, 1263)",6,"[3824, 3827]",91,0.97245884
32,"(1307, 1307)",3,"[3959, 3959]",226,0.96392626
33,"(1438, 1438)",3,"[4352, 4352]",619,0.8785644
