,index_range,frame_len,nt_ref,dist_CDS,prediction
0,"(7, 8)",6,"[59, 62]",-193,0.8419393000000001
1,"(51, 51)",3,"[191, 191]",-64,0.5745501000000001
2,"(54, 54)",3,"[200, 200]",-55,0.68839175
3,"(65, 66)",6,"[233, 236]",-19,0.6967409000000001
4,"(82, 85)",12,"[284, 293]",29,0.9997898000000001
5,"(129, 131)",9,"[425, 431]",170,0.88411987
6,"(144, 144)",3,"[470, 470]",215,0.7953563
7,"(182, 182)",3,"[584, 584]",329,0.5012519
8,"(203, 203)",3,"[647, 647]",392,0.5997366
9,"(302, 302)",3,"[944, 944]",689,0.55379474
10,"(337, 337)",3,"[1049, 1049]",794,0.50371736
11,"(376, 376)",3,"[1166, 1166]",911,0.54915303
12,"(394, 394)",3,"[1220, 1220]",965,0.60124916
13,"(548, 549)",6,"[1682, 1685]",-1114,0.97812885
14,"(596, 597)",6,"[1826, 1829]",-970,0.5839538000000001
15,"(601, 601)",3,"[1841, 1841]",-958,0.61523515
16,"(627, 627)",3,"[1919, 1919]",-880,0.58304477
17,"(631, 632)",6,"[1931, 1934]",-865,0.6027893
18,"(681, 682)",6,"[2081, 2084]",-715,0.98756266
19,"(873, 874)",6,"[2657, 2660]",-139,0.69516927
20,"(877, 877)",3,"[2669, 2669]",-130,0.68161905
21,"(1081, 1084)",12,"[3281, 3290]",-443,0.9671261
22,"(1198, 1200)",9,"[3632, 3638]",-95,0.91554964
23,"(1210, 1210)",3,"[3668, 3668]",-65,0.89462703
24,"(1261, 1261)",3,"[3821, 3821]",88,0.52427655
25,"(1307, 1307)",3,"[3959, 3959]",226,0.7743932
26,"(1403, 1403)",3,"[4247, 4247]",514,0.506975
27,"(1438, 1438)",3,"[4352, 4352]",619,0.62676275
28,"(1513, 1513)",3,"[4577, 4577]",-443,0.5204443
29,"(1633, 1635)",9,"[4937, 4943]",-77,0.8703506
30,"(1695, 1695)",3,"[5123, 5123]",103,0.9223298000000001
31,"(1737, 1738)",6,"[5249, 5252]",229,0.7725837
32,"(1844, 1844)",3,"[5570, 5570]",-31,0.54213345
33,"(1914, 1914)",3,"[5780, 5780]",97,0.5265051
34,"(1925, 1927)",9,"[5813, 5819]",130,0.96288294
35,"(1951, 1951)",3,"[5891, 5891]",208,0.55170256
36,"(2064, 2064)",3,"[6230, 6230]",-299,0.77808416
37,"(2080, 2080)",3,"[6278, 6278]",-251,0.5091164
38,"(2117, 2117)",3,"[6389, 6389]",-140,0.58901924
39,"(2173, 2175)",9,"[6557, 6563]",28,0.7770685
40,"(2192, 2194)",9,"[6614, 6620]",85,0.77814853
41,"(2407, 2410)",12,"[7259, 7268]",730,0.95655155
42,"(2471, 2475)",15,"[7451, 7463]",922,0.9907826999999999
43,"(2617, 2618)",6,"[7889, 7892]",-1299,0.5484826
44,"(2641, 2642)",6,"[7961, 7964]",-1227,0.5688044
45,"(2685, 2686)",6,"[8093, 8096]",-1095,0.67796856
46,"(2855, 2855)",3,"[8603, 8603]",-588,0.5236132
47,"(2885, 2886)",6,"[8693, 8696]",-495,0.867152
48,"(2929, 2931)",9,"[8825, 8831]",-360,0.9848283999999999
49,"(2933, 2933)",3,"[8837, 8837]",-354,0.7975996
50,"(2950, 2950)",3,"[8888, 8888]",-303,0.582907
51,"(3047, 3048)",6,"[9179, 9182]",-9,0.7548418
52,"(3059, 3059)",3,"[9215, 9215]",24,0.8005401999999999
53,"(3288, 3290)",9,"[9902, 9908]",9,0.9974315999999999
54,"(3306, 3306)",3,"[9956, 9956]",28,0.90966433
55,"(3367, 3367)",3,"[10139, 10139]",211,0.6901096
56,"(3495, 3495)",3,"[10523, 10523]",-120,0.5717214
57,"(3534, 3534)",3,"[10640, 10640]",-3,0.68545556
58,"(3684, 3684)",3,"[11090, 11090]",-225,0.53344285
59,"(3764, 3766)",9,"[11330, 11336]",15,0.94762
60,"(3838, 3838)",3,"[11552, 11552]",170,0.81354725
61,"(3939, 3941)",9,"[11855, 11861]",473,0.92041874
62,"(3991, 3991)",3,"[12011, 12011]",629,0.5915418
63,"(4017, 4018)",6,"[12089, 12092]",707,0.9387379000000001
64,"(4049, 4050)",6,"[12185, 12188]",803,0.86285865
65,"(4068, 4068)",3,"[12242, 12242]",860,0.53373104
66,"(4152, 4152)",3,"[12494, 12494]",1112,0.54373723
67,"(4167, 4169)",9,"[12539, 12545]",1157,0.8904198
