,index_range,frame_len,nt_ref,dist_CDS,prediction
0,"(7, 9)",9,"[59, 65]",-190,0.9158120999999999
1,"(64, 69)",18,"[230, 245]",-10,0.79737514
2,"(82, 85)",12,"[284, 293]",29,0.95533156
3,"(130, 130)",3,"[428, 428]",173,0.56967324
4,"(132, 134)",9,"[434, 440]",179,0.86928236
5,"(144, 147)",12,"[470, 479]",215,0.86169875
6,"(203, 203)",3,"[647, 647]",392,0.65522355
7,"(387, 387)",3,"[1199, 1199]",944,0.5453551999999999
8,"(430, 430)",3,"[1328, 1328]",1073,0.6390496999999999
9,"(682, 682)",3,"[2084, 2084]",-715,0.7630001000000001
10,"(832, 832)",3,"[2534, 2534]",-265,0.5434753999999999
11,"(874, 877)",12,"[2660, 2669]",-130,0.9021461
12,"(1083, 1085)",9,"[3287, 3293]",-440,0.5755916
13,"(1198, 1198)",3,"[3632, 3632]",-101,0.5575975999999999
14,"(1671, 1671)",3,"[5051, 5051]",31,0.53838235
15,"(1681, 1681)",3,"[5081, 5081]",61,0.64159113
16,"(1683, 1683)",3,"[5087, 5087]",67,0.66301304
17,"(1696, 1697)",6,"[5126, 5129]",106,0.6697954
18,"(1737, 1738)",6,"[5249, 5252]",229,0.8086760000000001
19,"(2004, 2004)",3,"[6050, 6050]",367,0.7218886999999999
20,"(2174, 2175)",6,"[6560, 6563]",31,0.66368574
21,"(2408, 2410)",9,"[7262, 7268]",733,0.73585725
22,"(2471, 2475)",15,"[7451, 7463]",922,0.9253790999999999
23,"(2496, 2496)",3,"[7526, 7526]",997,0.78107315
24,"(2498, 2498)",3,"[7532, 7532]",1003,0.55858153
25,"(2551, 2552)",6,"[7691, 7694]",1162,0.59690577
26,"(2629, 2630)",6,"[7925, 7928]",-1263,0.8889552
27,"(2639, 2641)",9,"[7955, 7961]",-1230,0.93736327
28,"(2773, 2775)",9,"[8357, 8363]",-828,0.5763024999999999
29,"(2884, 2886)",9,"[8690, 8696]",-495,0.8942704
30,"(2930, 2931)",6,"[8828, 8831]",-360,0.8145699000000001
31,"(3046, 3046)",3,"[9176, 9176]",-15,0.5044534
32,"(3090, 3090)",3,"[9308, 9308]",117,0.6071538000000001
33,"(3288, 3292)",15,"[9902, 9914]",9,0.9540341999999998
