,index_range,frame_len,nt_ref,dist_CDS,prediction
0,"(65, 66)",6,"[233, 236]",-19,0.98402935
1,"(82, 84)",9,"[284, 290]",29,0.98890406
2,"(144, 146)",9,"[470, 476]",215,0.93795866
3,"(228, 228)",3,"[722, 722]",467,0.64176804
4,"(274, 274)",3,"[860, 860]",605,0.9814050999999999
5,"(632, 632)",3,"[1934, 1934]",-865,0.66244674
6,"(875, 875)",3,"[2663, 2663]",-136,0.5817849
7,"(1085, 1085)",3,"[3293, 3293]",-440,0.8444946
8,"(1398, 1398)",3,"[4232, 4232]",499,0.51521987
9,"(1509, 1509)",3,"[4565, 4565]",-455,0.5271840999999999
10,"(1630, 1630)",3,"[4928, 4928]",-92,0.6179935999999999
11,"(1671, 1672)",6,"[5051, 5054]",31,0.6607899
12,"(1835, 1835)",3,"[5543, 5543]",13,0.961361
13,"(2062, 2062)",3,"[6224, 6224]",-305,0.5074087
14,"(2064, 2064)",3,"[6230, 6230]",-299,0.82525
15,"(2559, 2559)",3,"[7715, 7715]",1186,0.9215241
16,"(2617, 2617)",3,"[7889, 7889]",-1302,0.9499879000000001
17,"(2951, 2951)",3,"[8891, 8891]",-300,0.8838142
18,"(3058, 3058)",3,"[9212, 9212]",21,0.7197621999999999
19,"(3080, 3080)",3,"[9278, 9278]",87,0.89266884
20,"(3288, 3291)",12,"[9902, 9911]",9,0.99127346
21,"(3459, 3459)",3,"[10415, 10415]",-228,0.72161824
22,"(3502, 3502)",3,"[10544, 10544]",-99,0.94661623
23,"(3504, 3504)",3,"[10550, 10550]",-93,0.7988687
24,"(3528, 3528)",3,"[10622, 10622]",-21,0.82872254
25,"(4473, 4473)",3,"[13457, 13457]",-622,0.94624555
26,"(4549, 4549)",3,"[13685, 13685]",-394,0.5881396
27,"(4694, 4695)",6,"[14120, 14123]",41,0.9813084000000001
28,"(4746, 4746)",3,"[14276, 14276]",197,0.7955555999999999
29,"(5092, 5094)",9,"[15314, 15320]",16,0.9937396999999999
30,"(5309, 5310)",6,"[15965, 15968]",-589,0.9830601999999999
31,"(5376, 5376)",3,"[16166, 16166]",-391,0.58540475
32,"(5489, 5489)",3,"[16505, 16505]",-52,0.9559071
33,"(5517, 5517)",3,"[16589, 16589]",32,0.9515551999999999
34,"(5603, 5603)",3,"[16847, 16847]",96,0.5668247
35,"(5613, 5613)",3,"[16877, 16877]",126,0.9427721
36,"(5665, 5665)",3,"[17033, 17033]",27,0.7200694999999999
37,"(5667, 5667)",3,"[17039, 17039]",33,0.78003263
38,"(5693, 5694)",6,"[17117, 17120]",111,0.9075313
39,"(5743, 5743)",3,"[17267, 17267]",261,0.90434945
40,"(5745, 5745)",3,"[17273, 17273]",267,0.9739051999999999
41,"(5812, 5812)",3,"[17474, 17474]",468,0.80723715
42,"(6408, 6408)",3,"[19262, 19262]",-358,0.9800076999999999
43,"(6411, 6411)",3,"[19271, 19271]",-349,0.64525473
44,"(6532, 6532)",3,"[19634, 19634]",14,0.56548536
45,"(6534, 6534)",3,"[19640, 19640]",20,0.5638821999999999
46,"(6812, 6812)",3,"[20474, 20474]",241,0.65569913
47,"(6909, 6909)",3,"[20765, 20765]",-50,0.6874814
48,"(6911, 6911)",3,"[20771, 20771]",-44,0.95447004
49,"(6913, 6913)",3,"[20777, 20777]",-38,0.90084004
50,"(6924, 6924)",3,"[20810, 20810]",-5,0.9871317
51,"(6950, 6950)",3,"[20888, 20888]",73,0.57264394
52,"(7046, 7046)",3,"[21176, 21176]",-223,0.5172995
53,"(7048, 7048)",3,"[21182, 21182]",-217,0.57337826
54,"(7279, 7279)",3,"[21875, 21875]",-473,0.6150437
55,"(7335, 7335)",3,"[22043, 22043]",-305,0.78781176
56,"(7434, 7434)",3,"[22340, 22340]",-8,0.9606005
57,"(7459, 7461)",9,"[22415, 22421]",67,0.9269931999999999
58,"(7752, 7752)",3,"[23294, 23294]",946,0.71504587
59,"(8045, 8045)",3,"[24173, 24173]",-1034,0.7619999
60,"(8352, 8352)",3,"[25094, 25094]",-113,0.9458816999999999
61,"(8421, 8421)",3,"[25301, 25301]",94,0.5090264
62,"(8423, 8423)",3,"[25307, 25307]",100,0.6829590999999999
63,"(8560, 8562)",9,"[25718, 25724]",17,0.98477453
64,"(8572, 8572)",3,"[25754, 25754]",8,0.6627458
